region	chr	midPos	Nsites
(227,246)(1492417,1507125)(1470000,1520000)	JBPCET010000001.1	1495000	21	0.013888
(227,246)(1492417,1507125)(1480000,1530000)	JBPCET010000001.1	1505000	21	0.013888
(227,246)(1492417,1507125)(1490000,1540000)	JBPCET010000001.1	1515000	21	0.013888
(242,246)(1507084,1507125)(1500000,1550000)	JBPCET010000001.1	1525000	6	0.023333
(247,249)(1655720,1656248)(1610000,1660000)	JBPCET010000001.1	1635000	4	0.010032
(247,275)(1655720,1669769)(1620000,1670000)	JBPCET010000001.1	1645000	30	0.020118
(247,275)(1655720,1669769)(1630000,1680000)	JBPCET010000001.1	1655000	30	0.020118
(247,275)(1655720,1669769)(1640000,1690000)	JBPCET010000001.1	1665000	30	0.020118
(247,275)(1655720,1669769)(1650000,1700000)	JBPCET010000001.1	1675000	30	0.020118
(250,275)(1665346,1669769)(1660000,1710000)	JBPCET010000001.1	1685000	27	0.020164
(276,332)(1726028,1729900)(1680000,1730000)	JBPCET010000001.1	1705000	58	0.006924
(276,332)(1726028,1729900)(1690000,1740000)	JBPCET010000001.1	1715000	58	0.006924
(276,618)(1726028,1748230)(1700000,1750000)	JBPCET010000001.1	1725000	344	0.013265
(276,618)(1726028,1748230)(1710000,1760000)	JBPCET010000001.1	1735000	344	0.013265
(276,618)(1726028,1748230)(1720000,1770000)	JBPCET010000001.1	1745000	344	0.013265
(333,618)(1742150,1748230)(1730000,1780000)	JBPCET010000001.1	1755000	287	0.014469
(333,618)(1742150,1748230)(1740000,1790000)	JBPCET010000001.1	1765000	287	0.014469
(619,632)(1795089,1795164)(1750000,1800000)	JBPCET010000001.1	1775000	15	0.034660
(619,632)(1795089,1795164)(1760000,1810000)	JBPCET010000001.1	1785000	15	0.034660
(619,677)(1795089,1814981)(1770000,1820000)	JBPCET010000001.1	1795000	60	0.022771
(619,677)(1795089,1814981)(1780000,1830000)	JBPCET010000001.1	1805000	60	0.022771
(619,677)(1795089,1814981)(1790000,1840000)	JBPCET010000001.1	1815000	60	0.022771
(633,677)(1811818,1814981)(1800000,1850000)	JBPCET010000001.1	1825000	46	0.020466
(633,679)(1811818,1852713)(1810000,1860000)	JBPCET010000001.1	1835000	48	0.021172
(678,679)(1852712,1852713)(1820000,1870000)	JBPCET010000001.1	1845000	3	0.030621
(678,709)(1852712,1873337)(1830000,1880000)	JBPCET010000001.1	1855000	33	0.039948
(678,709)(1852712,1873337)(1840000,1890000)	JBPCET010000001.1	1865000	33	0.039948
(678,709)(1852712,1873337)(1850000,1900000)	JBPCET010000001.1	1875000	33	0.039948
(680,709)(1872954,1873337)(1860000,1910000)	JBPCET010000001.1	1885000	31	0.041749
(680,710)(1872954,1910663)(1870000,1920000)	JBPCET010000001.1	1895000	32	0.041334
(710,710)(1910663,1910663)(1880000,1930000)	JBPCET010000001.1	1905000	2	0.006151
(710,744)(1910663,1938460)(1890000,1940000)	JBPCET010000001.1	1915000	36	0.010322
(710,744)(1910663,1938460)(1900000,1950000)	JBPCET010000001.1	1925000	36	0.010322
(710,744)(1910663,1938460)(1910000,1960000)	JBPCET010000001.1	1935000	36	0.010322
(711,744)(1935935,1938460)(1920000,1970000)	JBPCET010000001.1	1945000	35	0.010370
(711,744)(1935935,1938460)(1930000,1980000)	JBPCET010000001.1	1955000	35	0.010370
(745,745)(2024288,2024288)(1980000,2030000)	JBPCET010000001.1	2005000	2	0.002420
(745,745)(2024288,2024288)(1990000,2040000)	JBPCET010000001.1	2015000	2	0.002420
(745,745)(2024288,2024288)(2000000,2050000)	JBPCET010000001.1	2025000	2	0.002420
(745,745)(2024288,2024288)(2010000,2060000)	JBPCET010000001.1	2035000	2	0.002420
(745,745)(2024288,2024288)(2020000,2070000)	JBPCET010000001.1	2045000	2	0.002420
(746,769)(2094590,2094695)(2050000,2100000)	JBPCET010000001.1	2075000	25	0.018076
(746,769)(2094590,2094695)(2060000,2110000)	JBPCET010000001.1	2085000	25	0.018076
(746,769)(2094590,2094695)(2070000,2120000)	JBPCET010000001.1	2095000	25	0.018076
(746,769)(2094590,2094695)(2080000,2130000)	JBPCET010000001.1	2105000	25	0.018076
(746,769)(2094590,2094695)(2090000,2140000)	JBPCET010000001.1	2115000	25	0.018076
(770,770)(2155719,2155719)(2110000,2160000)	JBPCET010000001.1	2135000	2	0.007080
(770,770)(2155719,2155719)(2120000,2170000)	JBPCET010000001.1	2145000	2	0.007080
(770,772)(2155719,2176717)(2130000,2180000)	JBPCET010000001.1	2155000	4	0.005251
(770,772)(2155719,2176717)(2140000,2190000)	JBPCET010000001.1	2165000	4	0.005251
(770,772)(2155719,2176717)(2150000,2200000)	JBPCET010000001.1	2175000	4	0.005251
(771,773)(2176710,2208891)(2160000,2210000)	JBPCET010000001.1	2185000	4	-0.003857
(771,773)(2176710,2208891)(2170000,2220000)	JBPCET010000001.1	2195000	4	-0.003857
(773,780)(2208891,2229910)(2180000,2230000)	JBPCET010000001.1	2205000	9	0.003647
(773,781)(2208891,2231494)(2190000,2240000)	JBPCET010000001.1	2215000	10	0.003641
(773,782)(2208891,2242890)(2200000,2250000)	JBPCET010000001.1	2225000	11	0.005904
(774,782)(2229826,2242890)(2210000,2260000)	JBPCET010000001.1	2235000	10	0.006955
(774,829)(2229826,2269327)(2220000,2270000)	JBPCET010000001.1	2245000	57	0.017426
(781,830)(2231494,2278337)(2230000,2280000)	JBPCET010000001.1	2255000	51	0.034468
(782,866)(2242890,2286710)(2240000,2290000)	JBPCET010000001.1	2265000	86	0.038828
(783,866)(2268514,2286710)(2250000,2300000)	JBPCET010000001.1	2275000	85	0.038712
(783,911)(2268514,2307723)(2260000,2310000)	JBPCET010000001.1	2285000	130	0.025767
(830,912)(2278337,2313037)(2270000,2320000)	JBPCET010000001.1	2295000	84	0.028163
(831,947)(2282327,2320627)(2280000,2330000)	JBPCET010000001.1	2305000	118	0.020290
(867,947)(2301939,2320627)(2290000,2340000)	JBPCET010000001.1	2315000	82	0.009289
(867,947)(2301939,2320627)(2300000,2350000)	JBPCET010000001.1	2325000	82	0.009289
(912,947)(2313037,2320627)(2310000,2360000)	JBPCET010000001.1	2335000	37	0.017831
(913,947)(2320132,2320627)(2320000,2370000)	JBPCET010000001.1	2345000	36	0.017842
(948,969)(2389689,2389868)(2340000,2390000)	JBPCET010000001.1	2365000	23	0.015251
(948,969)(2389689,2389868)(2350000,2400000)	JBPCET010000001.1	2375000	23	0.015251
(948,969)(2389689,2389868)(2360000,2410000)	JBPCET010000001.1	2385000	23	0.015251
(948,969)(2389689,2389868)(2370000,2420000)	JBPCET010000001.1	2395000	23	0.015251
(948,969)(2389689,2389868)(2380000,2430000)	JBPCET010000001.1	2405000	23	0.015251
(970,971)(2432418,2433914)(2390000,2440000)	JBPCET010000001.1	2415000	3	-0.010206
(970,1016)(2432418,2444375)(2400000,2450000)	JBPCET010000001.1	2425000	48	0.034457
(970,1016)(2432418,2444375)(2410000,2460000)	JBPCET010000001.1	2435000	48	0.034457
(970,1016)(2432418,2444375)(2420000,2470000)	JBPCET010000001.1	2445000	48	0.034457
(970,1016)(2432418,2444375)(2430000,2480000)	JBPCET010000001.1	2455000	48	0.034457
(972,1016)(2444209,2444375)(2440000,2490000)	JBPCET010000001.1	2465000	46	0.035023
(1017,1019)(2556003,2556008)(2510000,2560000)	JBPCET010000001.1	2535000	4	0.026424
(1017,1019)(2556003,2556008)(2520000,2570000)	JBPCET010000001.1	2545000	4	0.026424
(1017,1019)(2556003,2556008)(2530000,2580000)	JBPCET010000001.1	2555000	4	0.026424
(1017,1019)(2556003,2556008)(2540000,2590000)	JBPCET010000001.1	2565000	4	0.026424
(1017,1019)(2556003,2556008)(2550000,2600000)	JBPCET010000001.1	2575000	4	0.026424
(1020,1030)(2617885,2617964)(2570000,2620000)	JBPCET010000001.1	2595000	12	0.004585
(1020,1030)(2617885,2617964)(2580000,2630000)	JBPCET010000001.1	2605000	12	0.004585
(1020,1030)(2617885,2617964)(2590000,2640000)	JBPCET010000001.1	2615000	12	0.004585
(1020,1030)(2617885,2617964)(2600000,2650000)	JBPCET010000001.1	2625000	12	0.004585
(1020,1034)(2617885,2652160)(2610000,2660000)	JBPCET010000001.1	2635000	16	0.003163
(1031,1042)(2652134,2660993)(2620000,2670000)	JBPCET010000001.1	2645000	13	0.044912
(1031,1042)(2652134,2660993)(2630000,2680000)	JBPCET010000001.1	2655000	13	0.044912
(1031,1042)(2652134,2660993)(2640000,2690000)	JBPCET010000001.1	2665000	13	0.044912
(1031,1042)(2652134,2660993)(2650000,2700000)	JBPCET010000001.1	2675000	13	0.044912
(1035,1042)(2660394,2660993)(2660000,2710000)	JBPCET010000001.1	2685000	9	0.060454
(1043,1044)(2759730,2759744)(2710000,2760000)	JBPCET010000001.1	2735000	3	-0.010113
(1043,1133)(2759730,2760936)(2720000,2770000)	JBPCET010000001.1	2745000	92	0.020474
(1043,1133)(2759730,2760936)(2730000,2780000)	JBPCET010000001.1	2755000	92	0.020474
(1043,1133)(2759730,2760936)(2740000,2790000)	JBPCET010000001.1	2765000	92	0.020474
(1043,1133)(2759730,2760936)(2750000,2800000)	JBPCET010000001.1	2775000	92	0.020474
(1045,1133)(2760068,2760936)(2760000,2810000)	JBPCET010000001.1	2785000	90	0.022189
(1134,1152)(2838614,2839366)(2790000,2840000)	JBPCET010000001.1	2815000	20	0.009812
(1134,1389)(2838614,2848057)(2800000,2850000)	JBPCET010000001.1	2825000	257	0.013971
(1134,1395)(2838614,2850323)(2810000,2860000)	JBPCET010000001.1	2835000	263	0.013625
(1134,1395)(2838614,2850323)(2820000,2870000)	JBPCET010000001.1	2845000	263	0.013625
(1134,1403)(2838614,2876472)(2830000,2880000)	JBPCET010000001.1	2855000	271	0.013579
(1153,1406)(2840253,2886905)(2840000,2890000)	JBPCET010000001.1	2865000	255	0.014140
(1390,1406)(2850243,2886905)(2850000,2900000)	JBPCET010000001.1	2875000	18	0.008647
(1396,1452)(2876431,2906370)(2860000,2910000)	JBPCET010000001.1	2885000	58	0.007370
(1396,1453)(2876431,2910998)(2870000,2920000)	JBPCET010000001.1	2895000	59	0.007650
(1404,1468)(2886891,2925758)(2880000,2930000)	JBPCET010000001.1	2905000	66	0.010453
(1407,1471)(2901936,2939895)(2890000,2940000)	JBPCET010000001.1	2915000	66	0.009357
(1407,1502)(2901936,2941642)(2900000,2950000)	JBPCET010000001.1	2925000	97	0.010174
(1453,1545)(2910998,2952792)(2910000,2960000)	JBPCET010000001.1	2935000	94	0.008721
(1454,1545)(2925694,2952792)(2920000,2970000)	JBPCET010000001.1	2945000	93	0.008605
(1469,1545)(2939890,2952792)(2930000,2980000)	JBPCET010000001.1	2955000	78	0.006411
(1472,1564)(2940067,2989296)(2940000,2990000)	JBPCET010000001.1	2965000	94	0.010772
(1503,1574)(2952152,2995559)(2950000,3000000)	JBPCET010000001.1	2975000	73	0.010103
(1546,1574)(2985115,2995559)(2960000,3010000)	JBPCET010000001.1	2985000	30	0.020421
(1546,1574)(2985115,2995559)(2970000,3020000)	JBPCET010000001.1	2995000	30	0.020421
(1546,1574)(2985115,2995559)(2980000,3030000)	JBPCET010000001.1	3005000	30	0.020421
(1565,1574)(2992339,2995559)(2990000,3040000)	JBPCET010000001.1	3015000	11	0.009811
(1575,1576)(3056069,3056076)(3010000,3060000)	JBPCET010000001.1	3035000	3	0.043169
(1575,1576)(3056069,3056076)(3020000,3070000)	JBPCET010000001.1	3045000	3	0.043169
(1575,1576)(3056069,3056076)(3030000,3080000)	JBPCET010000001.1	3055000	3	0.043169
(1575,1576)(3056069,3056076)(3040000,3090000)	JBPCET010000001.1	3065000	3	0.043169
(1575,1583)(3056069,3094930)(3050000,3100000)	JBPCET010000001.1	3075000	10	0.014298
(1577,1591)(3094899,3109960)(3060000,3110000)	JBPCET010000001.1	3085000	16	0.006911
(1577,1595)(3094899,3110563)(3070000,3120000)	JBPCET010000001.1	3095000	20	0.006890
(1577,1598)(3094899,3123277)(3080000,3130000)	JBPCET010000001.1	3105000	23	0.005999
(1577,1598)(3094899,3123277)(3090000,3140000)	JBPCET010000001.1	3115000	23	0.005999
(1584,1598)(3109792,3123277)(3100000,3150000)	JBPCET010000001.1	3125000	16	0.001199
(1592,1599)(3110036,3159984)(3110000,3160000)	JBPCET010000001.1	3135000	9	-0.002161
(1596,1639)(3123257,3165588)(3120000,3170000)	JBPCET010000001.1	3145000	45	0.009596
(1599,1680)(3159984,3176011)(3130000,3180000)	JBPCET010000001.1	3155000	83	0.011448
(1599,1680)(3159984,3176011)(3140000,3190000)	JBPCET010000001.1	3165000	83	0.011448
(1599,1680)(3159984,3176011)(3150000,3200000)	JBPCET010000001.1	3175000	83	0.011448
(1600,1689)(3160001,3205727)(3160000,3210000)	JBPCET010000001.1	3185000	91	0.011240
(1640,1692)(3175117,3212839)(3170000,3220000)	JBPCET010000001.1	3195000	54	0.010831
(1681,1692)(3205663,3212839)(3180000,3230000)	JBPCET010000001.1	3205000	13	0.006870
(1681,1692)(3205663,3212839)(3190000,3240000)	JBPCET010000001.1	3215000	13	0.006870
(1681,1697)(3205663,3246505)(3200000,3250000)	JBPCET010000001.1	3225000	18	0.007022
(1690,1697)(3212818,3246505)(3210000,3260000)	JBPCET010000001.1	3235000	9	0.004774
(1693,1697)(3246494,3246505)(3220000,3270000)	JBPCET010000001.1	3245000	6	0.007918
(1693,1697)(3246494,3246505)(3230000,3280000)	JBPCET010000001.1	3255000	6	0.007918
(1693,1697)(3246494,3246505)(3240000,3290000)	JBPCET010000001.1	3265000	6	0.007918
(1698,1703)(3383303,3383339)(3340000,3390000)	JBPCET010000001.1	3365000	7	0.036564
(1698,1709)(3383303,3390087)(3350000,3400000)	JBPCET010000001.1	3375000	13	0.027873
(1698,1712)(3383303,3405660)(3360000,3410000)	JBPCET010000001.1	3385000	16	0.014526
(1698,1712)(3383303,3405660)(3370000,3420000)	JBPCET010000001.1	3395000	16	0.014526
(1698,1712)(3383303,3405660)(3380000,3430000)	JBPCET010000001.1	3405000	16	0.014526
(1704,1712)(3390038,3405660)(3390000,3440000)	JBPCET010000001.1	3415000	10	-0.006785
(1710,1712)(3405631,3405660)(3400000,3450000)	JBPCET010000001.1	3425000	4	-0.013339
(1713,1713)(3696832,3696832)(3650000,3700000)	JBPCET010000001.1	3675000	2	0.005756
(1713,1713)(3696832,3696832)(3660000,3710000)	JBPCET010000001.1	3685000	2	0.005756
(1713,1713)(3696832,3696832)(3670000,3720000)	JBPCET010000001.1	3695000	2	0.005756
(1713,1713)(3696832,3696832)(3680000,3730000)	JBPCET010000001.1	3705000	2	0.005756
(1713,1728)(3696832,3730973)(3690000,3740000)	JBPCET010000001.1	3715000	17	0.023186
(1714,1728)(3730873,3730973)(3700000,3750000)	JBPCET010000001.1	3725000	16	0.023924
(1714,1728)(3730873,3730973)(3710000,3760000)	JBPCET010000001.1	3735000	16	0.023924
(1714,1728)(3730873,3730973)(3720000,3770000)	JBPCET010000001.1	3745000	16	0.023924
(1714,1728)(3730873,3730973)(3730000,3780000)	JBPCET010000001.1	3755000	16	0.023924
(1729,1749)(4022135,4022383)(3980000,4030000)	JBPCET010000001.1	4005000	22	0.016123
(1729,1763)(4022135,4037689)(3990000,4040000)	JBPCET010000001.1	4015000	36	0.025007
(1729,1763)(4022135,4037689)(4000000,4050000)	JBPCET010000001.1	4025000	36	0.025007
(1729,1763)(4022135,4037689)(4010000,4060000)	JBPCET010000001.1	4035000	36	0.025007
(1729,1763)(4022135,4037689)(4020000,4070000)	JBPCET010000001.1	4045000	36	0.025007
(1750,1763)(4037528,4037689)(4030000,4080000)	JBPCET010000001.1	4055000	15	0.039072
(1764,1764)(4148157,4148157)(4100000,4150000)	JBPCET010000001.1	4125000	2	-0.005388
(1764,1764)(4148157,4148157)(4110000,4160000)	JBPCET010000001.1	4135000	2	-0.005388
(1764,1764)(4148157,4148157)(4120000,4170000)	JBPCET010000001.1	4145000	2	-0.005388
(1764,1764)(4148157,4148157)(4130000,4180000)	JBPCET010000001.1	4155000	2	-0.005388
(1764,1764)(4148157,4148157)(4140000,4190000)	JBPCET010000001.1	4165000	2	-0.005388
(1765,1769)(4238423,4238532)(4190000,4240000)	JBPCET010000001.1	4215000	6	-0.002724
(1765,1769)(4238423,4238532)(4200000,4250000)	JBPCET010000001.1	4225000	6	-0.002724
(1765,1788)(4238423,4252649)(4210000,4260000)	JBPCET010000001.1	4235000	25	0.008089
(1765,1811)(4238423,4267368)(4220000,4270000)	JBPCET010000001.1	4245000	48	0.007972
(1765,1811)(4238423,4267368)(4230000,4280000)	JBPCET010000001.1	4255000	48	0.007972
(1770,1815)(4252449,4282419)(4240000,4290000)	JBPCET010000001.1	4265000	47	0.009103
(1770,1815)(4252449,4282419)(4250000,4300000)	JBPCET010000001.1	4275000	47	0.009103
(1789,1815)(4267027,4282419)(4260000,4310000)	JBPCET010000001.1	4285000	28	0.006733
(1812,1815)(4282393,4282419)(4270000,4320000)	JBPCET010000001.1	4295000	5	-0.005986
(1812,1815)(4282393,4282419)(4280000,4330000)	JBPCET010000001.1	4305000	5	-0.005986
(1816,1870)(4444261,4445083)(4400000,4450000)	JBPCET010000001.1	4425000	56	0.009656
(1816,1870)(4444261,4445083)(4410000,4460000)	JBPCET010000001.1	4435000	56	0.009656
(1816,1870)(4444261,4445083)(4420000,4470000)	JBPCET010000001.1	4445000	56	0.009656
(1816,1870)(4444261,4445083)(4430000,4480000)	JBPCET010000001.1	4455000	56	0.009656
(1816,1870)(4444261,4445083)(4440000,4490000)	JBPCET010000001.1	4465000	56	0.009656
(1871,1873)(4555743,4555759)(4510000,4560000)	JBPCET010000001.1	4535000	4	0.012241
(1871,1873)(4555743,4555759)(4520000,4570000)	JBPCET010000001.1	4545000	4	0.012241
(1871,1874)(4555743,4572564)(4530000,4580000)	JBPCET010000001.1	4555000	5	0.023695
(1871,1874)(4555743,4572564)(4540000,4590000)	JBPCET010000001.1	4565000	5	0.023695
(1871,1874)(4555743,4572564)(4550000,4600000)	JBPCET010000001.1	4575000	5	0.023695
(1874,1874)(4572564,4572564)(4560000,4610000)	JBPCET010000001.1	4585000	2	0.069135
(1874,1874)(4572564,4572564)(4570000,4620000)	JBPCET010000001.1	4595000	2	0.069135
(1875,1875)(4654035,4654035)(4610000,4660000)	JBPCET010000001.1	4635000	2	0.005964
(1875,1875)(4654035,4654035)(4620000,4670000)	JBPCET010000001.1	4645000	2	0.005964
(1875,1875)(4654035,4654035)(4630000,4680000)	JBPCET010000001.1	4655000	2	0.005964
(1875,1875)(4654035,4654035)(4640000,4690000)	JBPCET010000001.1	4665000	2	0.005964
(1875,1875)(4654035,4654035)(4650000,4700000)	JBPCET010000001.1	4675000	2	0.005964
(1876,1878)(4724239,4724243)(4680000,4730000)	JBPCET010000001.1	4705000	4	0.009837
(1876,1879)(4724239,4734390)(4690000,4740000)	JBPCET010000001.1	4715000	5	0.009840
(1876,1879)(4724239,4734390)(4700000,4750000)	JBPCET010000001.1	4725000	5	0.009840
(1876,1879)(4724239,4734390)(4710000,4760000)	JBPCET010000001.1	4735000	5	0.009840
(1876,1879)(4724239,4734390)(4720000,4770000)	JBPCET010000001.1	4745000	5	0.009840
(1879,1879)(4734390,4734390)(4730000,4780000)	JBPCET010000001.1	4755000	2	0.010479
(1880,2011)(4813227,4817970)(4770000,4820000)	JBPCET010000001.1	4795000	133	0.018928
(1880,2011)(4813227,4817970)(4780000,4830000)	JBPCET010000001.1	4805000	133	0.018928
(1880,2011)(4813227,4817970)(4790000,4840000)	JBPCET010000001.1	4815000	133	0.018928
(1880,2011)(4813227,4817970)(4800000,4850000)	JBPCET010000001.1	4825000	133	0.018928
(1880,2011)(4813227,4817970)(4810000,4860000)	JBPCET010000001.1	4835000	133	0.018928
(2012,2014)(4868427,4868449)(4820000,4870000)	JBPCET010000001.1	4845000	4	-0.005476
(2012,2014)(4868427,4868449)(4830000,4880000)	JBPCET010000001.1	4855000	4	-0.005476
(2012,2014)(4868427,4868449)(4840000,4890000)	JBPCET010000001.1	4865000	4	-0.005476
(2012,2015)(4868427,4892810)(4850000,4900000)	JBPCET010000001.1	4875000	5	-0.005157
(2012,2409)(4868427,4909999)(4860000,4910000)	JBPCET010000001.1	4885000	399	0.020624
(2015,2490)(4892810,4910961)(4870000,4920000)	JBPCET010000001.1	4895000	477	0.024283
(2015,2490)(4892810,4910961)(4880000,4930000)	JBPCET010000001.1	4905000	477	0.024283
(2015,2490)(4892810,4910961)(4890000,4940000)	JBPCET010000001.1	4915000	477	0.024283
(2016,2490)(4902802,4910961)(4900000,4950000)	JBPCET010000001.1	4925000	476	0.024285
(2410,2490)(4910006,4910961)(4910000,4960000)	JBPCET010000001.1	4935000	82	0.041017
(2491,2495)(5015735,5015790)(4970000,5020000)	JBPCET010000001.1	4995000	6	-0.006498
(2491,2495)(5015735,5015790)(4980000,5030000)	JBPCET010000001.1	5005000	6	-0.006498
(2491,2495)(5015735,5015790)(4990000,5040000)	JBPCET010000001.1	5015000	6	-0.006498
(2491,2495)(5015735,5015790)(5000000,5050000)	JBPCET010000001.1	5025000	6	-0.006498
(2491,2495)(5015735,5015790)(5010000,5060000)	JBPCET010000001.1	5035000	6	-0.006498
(2496,2526)(5084532,5085144)(5040000,5090000)	JBPCET010000001.1	5065000	32	0.022764
(2496,2526)(5084532,5085144)(5050000,5100000)	JBPCET010000001.1	5075000	32	0.022764
(2496,2526)(5084532,5085144)(5060000,5110000)	JBPCET010000001.1	5085000	32	0.022764
(2496,2526)(5084532,5085144)(5070000,5120000)	JBPCET010000001.1	5095000	32	0.022764
