region	chr	midPos	Nsites
(1,23)(25224,25468)(10000,60000)	NODE_1110_length_27875_cov_3.295111	35000	24	0.057714
(2,6)(20673,21154)(20000,70000)	NODE_1113_length_27843_cov_3.584991	45000	6	0.072196
(5,41)(15621,39012)(10000,60000)	NODE_111_length_46104_cov_3.581915	35000	38	0.053489
(29,88)(20889,22948)(20000,70000)	NODE_1123_length_27794_cov_3.478534	45000	61	0.039010
(1,1)(18145,18145)(10000,60000)	NODE_1145_length_27664_cov_3.491819	35000	2	0.049697
(1,3)(15120,26787)(10000,60000)	NODE_1148_length_27652_cov_3.417486	35000	4	-0.003919
(47,76)(13879,24652)(10000,60000)	NODE_1149_length_27651_cov_3.445630	35000	31	0.070430
(3,7)(35598,35788)(30000,80000)	NODE_114_length_45855_cov_3.896691	55000	6	0.026073
(1,45)(14243,27548)(10000,60000)	NODE_1152_length_27646_cov_3.747559	35000	46	0.058467
(4,4)(12436,12436)(10000,60000)	NODE_1161_length_27611_cov_3.431666	35000	2	-0.002381
(639,682)(14299,20012)(10000,60000)	NODE_1162_length_27605_cov_4.986621	35000	45	0.061699
(22,23)(25474,25478)(20000,70000)	NODE_1163_length_27603_cov_3.382090	45000	3	0.031205
(7,7)(24276,24276)(20000,70000)	NODE_1164_length_27579_cov_3.689265	45000	2	-0.008637
(12,12)(21651,21651)(10000,60000)	NODE_1183_length_27449_cov_3.639013	35000	2	0.068747
(15,85)(26638,27126)(20000,70000)	NODE_1185_length_27436_cov_3.501591	45000	72	0.074306
(14,17)(16361,16401)(10000,60000)	NODE_1186_length_27432_cov_3.175539	35000	5	0.052253
(65,94)(13949,19705)(10000,60000)	NODE_1190_length_27409_cov_3.594691	35000	31	0.065807
(10,14)(25856,25868)(20000,70000)	NODE_1196_length_27364_cov_3.469686	45000	6	0.006894
(3,9)(28103,46451)(20000,70000)	NODE_11_length_69074_cov_3.575571	45000	8	0.033021
(1,16)(22451,26282)(10000,60000)	NODE_1200_length_27344_cov_3.341714	35000	17	0.035031
(2,11)(27126,27181)(20000,70000)	NODE_1208_length_27278_cov_3.410758	45000	11	0.105327
(4,4)(19043,19043)(10000,60000)	NODE_1211_length_27263_cov_3.613128	35000	2	0.073999
(1,16)(17282,17482)(10000,60000)	NODE_1213_length_27242_cov_3.425524	35000	17	0.040924
(3,7)(21300,21777)(20000,70000)	NODE_1221_length_27222_cov_3.610699	45000	6	0.073080
(8,26)(14351,27097)(10000,60000)	NODE_1222_length_27220_cov_3.260794	35000	20	0.051940
(8,9)(10886,17090)(10000,60000)	NODE_1223_length_27218_cov_3.051477	35000	3	0.026653
(13,41)(24945,27188)(20000,70000)	NODE_1229_length_27194_cov_3.471563	45000	30	0.073661
(1,71)(17022,23485)(10000,60000)	NODE_1230_length_27182_cov_3.131595	35000	72	0.032013
(1,1)(26645,26645)(20000,70000)	NODE_1233_length_27162_cov_3.314932	45000	2	-0.004552
(13,54)(14329,27137)(10000,60000)	NODE_1234_length_27157_cov_3.276517	35000	43	0.018429
(3,4)(16623,16645)(10000,60000)	NODE_1248_length_27039_cov_3.815999	35000	3	0.009981
(3,43)(17682,26873)(10000,60000)	NODE_1252_length_27007_cov_3.269883	35000	42	0.070888
(1,33)(21611,43583)(20000,70000)	NODE_126_length_45242_cov_4.606030	45000	34	0.044305
(311,387)(10001,26338)(10000,60000)	NODE_1272_length_26871_cov_6.895861	35000	78	0.051382
(20,22)(15489,15498)(10000,60000)	NODE_1276_length_26829_cov_3.559746	35000	4	0.045309
(1,4)(12468,12529)(10000,60000)	NODE_1280_length_26809_cov_3.636129	35000	5	0.011006
(2,8)(23502,25518)(20000,70000)	NODE_1283_length_26803_cov_3.382527	45000	8	0.069735
(22,108)(22369,24542)(10000,60000)	NODE_1284_length_26795_cov_3.174333	35000	88	0.044985
(1,2)(10756,10846)(10000,60000)	NODE_1286_length_26782_cov_2.941386	35000	3	0.070044
(4,31)(16095,16247)(10000,60000)	NODE_1287_length_26773_cov_3.666642	35000	29	0.025433
(8,73)(10493,26661)(10000,60000)	NODE_1288_length_26772_cov_3.186893	35000	67	0.045426
(43,44)(12657,12658)(10000,60000)	NODE_1289_length_26763_cov_3.222810	35000	3	0.072600
(50,76)(25739,42238)(10000,60000)	NODE_128_length_45079_cov_3.165296	35000	28	0.039002
(9,72)(19593,26542)(10000,60000)	NODE_1296_length_26726_cov_3.886732	35000	65	0.053658
(5,15)(21515,26474)(10000,60000)	NODE_1299_length_26717_cov_3.870088	35000	12	0.035434
(13,24)(10507,12841)(10000,60000)	NODE_12_length_68210_cov_3.690256	35000	13	0.027198
(1,2)(11377,26493)(10000,60000)	NODE_1306_length_26640_cov_3.388003	35000	3	0.058273
(1,2)(21096,21133)(10000,60000)	NODE_1309_length_26628_cov_3.558332	35000	3	0.028880
(25,26)(16191,16290)(10000,60000)	NODE_1317_length_26564_cov_3.490308	35000	3	0.013803
(123,123)(26096,26096)(10000,60000)	NODE_1320_length_26547_cov_3.567793	35000	2	-0.010020
(1,3)(26481,26528)(20000,70000)	NODE_1323_length_26537_cov_3.575876	45000	4	0.012882
(2,4)(13109,13545)(10000,60000)	NODE_1325_length_26519_cov_3.566162	35000	4	0.004132
(16,17)(18366,18367)(10000,60000)	NODE_1326_length_26517_cov_3.592172	35000	3	0.097946
(2,2)(18504,18504)(10000,60000)	NODE_1328_length_26516_cov_3.439490	35000	2	-0.007059
(11,40)(17939,20232)(10000,60000)	NODE_1331_length_26514_cov_3.218626	35000	31	0.033747
(28,30)(24080,24255)(10000,60000)	NODE_1333_length_26510_cov_3.934005	35000	4	0.024096
(14,69)(11327,11817)(10000,60000)	NODE_1339_length_26475_cov_3.788937	35000	57	0.067516
(18,69)(20086,37322)(20000,70000)	NODE_133_length_44813_cov_3.744085	45000	53	0.032991
(55,55)(18264,18264)(10000,60000)	NODE_1342_length_26455_cov_3.289687	35000	2	0.019721
(5,8)(16728,19184)(10000,60000)	NODE_1344_length_26430_cov_3.394516	35000	5	0.039817
(2,2)(18591,18591)(10000,60000)	NODE_1346_length_26390_cov_3.411662	35000	2	0.166516
(2,135)(20916,25991)(20000,70000)	NODE_1347_length_26389_cov_4.929973	45000	135	0.070333
(24,30)(23076,23115)(20000,70000)	NODE_1348_length_26379_cov_3.589155	45000	8	0.051432
(1,1)(20894,20894)(10000,60000)	NODE_1352_length_26365_cov_3.657923	35000	2	0.041759
(1,1)(21289,21289)(10000,60000)	NODE_1354_length_26327_cov_3.895036	35000	2	0.038492
(5,5)(21986,21986)(10000,60000)	NODE_1355_length_26325_cov_3.522039	35000	2	-0.002921
(17,452)(20507,26232)(20000,70000)	NODE_1357_length_26311_cov_6.751068	45000	437	0.045883
(29,32)(15180,19536)(10000,60000)	NODE_1358_length_26310_cov_3.440960	35000	5	0.015302
(2,3)(24466,24467)(20000,70000)	NODE_1362_length_26300_cov_3.563757	45000	3	0.055107
(4,29)(26111,26242)(10000,60000)	NODE_1364_length_26295_cov_3.710872	35000	27	0.022096
(2,2)(21588,21588)(10000,60000)	NODE_1365_length_26279_cov_3.576203	35000	2	0.035004
(1,3)(10846,20373)(10000,60000)	NODE_1367_length_26265_cov_3.615914	35000	4	0.017768
(1,6)(40574,40606)(30000,80000)	NODE_136_length_44741_cov_3.447583	55000	7	0.131047
(1,2)(17359,17362)(10000,60000)	NODE_1371_length_26259_cov_3.986927	35000	3	0.437850
(7,21)(14409,17724)(10000,60000)	NODE_1373_length_26235_cov_3.992386	35000	16	0.054283
(234,337)(10073,25328)(10000,60000)	NODE_1379_length_26213_cov_3.739335	35000	105	0.052484
(52,64)(13378,13468)(10000,60000)	NODE_1380_length_26213_cov_3.363177	35000	14	0.043123
(51,129)(19960,20752)(10000,60000)	NODE_1381_length_26211_cov_4.198032	35000	80	0.045028
(14,62)(13180,13464)(10000,60000)	NODE_1386_length_26182_cov_3.429360	35000	50	0.052006
(15,38)(13130,24547)(10000,60000)	NODE_1388_length_26161_cov_3.247372	35000	25	0.088855
(1,5)(18499,18521)(10000,60000)	NODE_138_length_44611_cov_4.208169	35000	6	0.065518
(4,4)(24638,24638)(20000,70000)	NODE_1390_length_26153_cov_3.469602	45000	2	0.012919
(4,6)(15057,15064)(10000,60000)	NODE_1395_length_26141_cov_3.624875	35000	4	0.020755
(22,24)(26025,26033)(20000,70000)	NODE_1396_length_26132_cov_3.434372	45000	4	-0.002829
(46,84)(39176,54245)(10000,60000)	NODE_13_length_68114_cov_3.343174	35000	40	0.037574
(1,59)(13883,25446)(10000,60000)	NODE_1404_length_26088_cov_3.276463	35000	60	0.053943
(4,7)(28592,42591)(20000,70000)	NODE_140_length_44451_cov_3.709641	45000	5	0.048949
(78,83)(25589,25612)(10000,60000)	NODE_1414_length_26026_cov_3.330621	35000	7	0.009455
(1,1)(21747,21747)(20000,70000)	NODE_1423_length_25991_cov_3.779005	45000	2	0.015312
(33,62)(15189,22985)(10000,60000)	NODE_1424_length_25990_cov_3.403538	35000	31	0.046343
(1,1)(15017,15017)(10000,60000)	NODE_1433_length_25956_cov_3.939862	35000	2	0.034564
(1,4)(21478,25653)(20000,70000)	NODE_1437_length_25946_cov_3.194800	45000	5	0.041506
(1,3)(12720,14547)(10000,60000)	NODE_1438_length_25934_cov_3.228953	35000	4	-0.001277
(4,8)(20032,20059)(20000,70000)	NODE_1439_length_25932_cov_3.428870	45000	6	0.196563
(36,36)(21601,21601)(10000,60000)	NODE_143_length_44289_cov_3.666486	35000	2	0.040818
(11,16)(25016,25115)(20000,70000)	NODE_1440_length_25925_cov_3.207310	45000	7	0.041977
(2,2)(10740,10740)(10000,60000)	NODE_1442_length_25919_cov_3.922153	35000	2	0.080672
(10,10)(23758,23758)(20000,70000)	NODE_1450_length_25890_cov_3.623977	45000	2	0.014960
(1,1)(18575,18575)(10000,60000)	NODE_1451_length_25877_cov_3.365040	35000	2	0.050824
(1,11)(25542,25832)(10000,60000)	NODE_1457_length_25840_cov_3.457247	35000	12	0.048494
(3,13)(18773,21740)(10000,60000)	NODE_1462_length_25820_cov_3.296062	35000	12	0.082553
(3,46)(20414,24272)(10000,60000)	NODE_1469_length_25773_cov_3.933824	35000	45	0.018980
(6,12)(23293,23360)(10000,60000)	NODE_1474_length_25760_cov_3.743892	35000	8	0.052075
(4,39)(21137,21232)(10000,60000)	NODE_1475_length_25734_cov_3.348157	35000	37	0.035357
(4,8)(25650,25717)(20000,70000)	NODE_1477_length_25718_cov_3.215309	45000	6	0.012126
(1,2)(17417,22300)(10000,60000)	NODE_1478_length_25718_cov_3.065537	35000	3	0.032561
(1,13)(22220,22281)(10000,60000)	NODE_1486_length_25675_cov_3.323467	35000	14	0.010511
(3,3)(14136,14136)(10000,60000)	NODE_1492_length_25661_cov_3.053087	35000	2	0.016128
(1,24)(12104,12493)(10000,60000)	NODE_1496_length_25644_cov_3.571736	35000	25	0.057025
(28,29)(25351,25369)(20000,70000)	NODE_1497_length_25640_cov_3.351278	45000	3	0.023758
(3,32)(62813,63410)(40000,90000)	NODE_14_length_68017_cov_3.523101	65000	31	0.046927
(2,3)(25601,25607)(20000,70000)	NODE_1500_length_25627_cov_3.892118	45000	3	0.074635
(204,233)(21112,23153)(20000,70000)	NODE_1505_length_25602_cov_6.772576	45000	31	0.064395
(16,43)(13470,20161)(10000,60000)	NODE_1507_length_25597_cov_3.191113	35000	29	0.083597
(7,11)(29822,29876)(10000,60000)	NODE_150_length_43656_cov_3.680832	35000	6	0.051727
(3,50)(25229,25528)(10000,60000)	NODE_1513_length_25545_cov_3.639393	35000	49	0.026856
(19,38)(10007,10124)(10000,60000)	NODE_1525_length_25452_cov_3.654952	35000	21	0.020719
(7,8)(11506,11548)(10000,60000)	NODE_1526_length_25439_cov_3.358682	35000	3	0.065363
(10,24)(17774,17938)(10000,60000)	NODE_1533_length_25394_cov_3.646650	35000	16	0.049161
(3,4)(20172,24882)(20000,70000)	NODE_1537_length_25380_cov_3.766900	45000	3	0.064973
(3,20)(21674,25346)(10000,60000)	NODE_1538_length_25369_cov_2.876652	35000	19	0.036818
(62,366)(13926,22345)(10000,60000)	NODE_1539_length_25365_cov_5.586915	35000	306	0.104349
(5,5)(22356,22356)(10000,60000)	NODE_153_length_43494_cov_3.824749	35000	2	0.076168
(13,13)(22284,22284)(20000,70000)	NODE_1542_length_25361_cov_3.495487	45000	2	0.004663
(2,40)(16155,21678)(10000,60000)	NODE_1545_length_25350_cov_3.460813	35000	40	0.040310
(1,5)(23613,23640)(20000,70000)	NODE_1547_length_25345_cov_3.489741	45000	6	0.048238
(1,3)(22128,22132)(10000,60000)	NODE_1549_length_25340_cov_3.535240	35000	4	0.056040
(12,75)(17547,17903)(10000,60000)	NODE_1550_length_25326_cov_3.515202	35000	65	0.038271
(12,14)(13008,13033)(10000,60000)	NODE_1551_length_25323_cov_3.377696	35000	4	0.037588
(73,279)(10126,13984)(10000,60000)	NODE_1553_length_25317_cov_9.607384	35000	208	0.050126
(1,13)(15260,15301)(10000,60000)	NODE_1554_length_25310_cov_3.095593	35000	14	0.026485
(2,73)(20842,25132)(20000,70000)	NODE_1556_length_25302_cov_3.328651	45000	73	0.041432
(1,6)(19877,22871)(10000,60000)	NODE_1558_length_25285_cov_3.777495	35000	7	0.034042
(41,75)(20171,20663)(10000,60000)	NODE_1562_length_25278_cov_3.461734	35000	36	0.031407
(18,18)(23453,23453)(20000,70000)	NODE_1568_length_25248_cov_5.394926	45000	2	0.103444
(2,10)(25158,25187)(20000,70000)	NODE_1572_length_25234_cov_2.979272	45000	10	0.031530
(32,40)(23812,23848)(20000,70000)	NODE_1575_length_25222_cov_3.466624	45000	10	0.052854
(26,37)(12720,16851)(10000,60000)	NODE_1580_length_25202_cov_3.223320	35000	13	0.023282
(90,90)(11197,11197)(10000,60000)	NODE_1584_length_25153_cov_3.396583	35000	2	0.078266
(26,80)(11077,18134)(10000,60000)	NODE_1586_length_25145_cov_3.565879	35000	56	0.024844
(76,85)(10607,10724)(10000,60000)	NODE_1588_length_25136_cov_3.118664	35000	11	0.087933
(6,32)(28849,28931)(20000,70000)	NODE_158_length_43302_cov_4.042891	45000	28	0.076520
(40,48)(11422,11835)(10000,60000)	NODE_1594_length_25094_cov_3.824765	35000	10	0.015914
(7,7)(22987,22987)(20000,70000)	NODE_1601_length_25039_cov_4.034162	45000	2	-0.002968
(39,55)(10229,14716)(10000,60000)	NODE_1610_length_25014_cov_4.627935	35000	18	0.028859
(75,95)(12325,13248)(10000,60000)	NODE_1611_length_25009_cov_3.427619	35000	22	0.070063
(31,42)(24879,24937)(20000,70000)	NODE_1613_length_25006_cov_3.359819	45000	13	0.023528
(1,15)(17250,17281)(10000,60000)	NODE_1618_length_24998_cov_3.495241	35000	16	0.035078
(12,25)(12551,22164)(10000,60000)	NODE_1620_length_24997_cov_3.547514	35000	15	0.034175
(61,96)(14077,24929)(10000,60000)	NODE_1637_length_24934_cov_3.074653	35000	37	0.044666
(2,6)(39152,39199)(10000,60000)	NODE_163_length_42880_cov_3.903205	35000	6	0.080730
(50,50)(18058,18058)(10000,60000)	NODE_1643_length_24902_cov_2.869250	35000	2	-0.013275
(14,14)(40499,40499)(20000,70000)	NODE_164_length_42851_cov_3.609609	45000	2	0.016936
(1,55)(20615,20812)(20000,70000)	NODE_1651_length_24869_cov_3.191845	45000	56	0.051633
(1,2)(20913,20920)(10000,60000)	NODE_1653_length_24849_cov_3.727030	35000	3	0.058240
(2,13)(23756,23790)(10000,60000)	NODE_1654_length_24848_cov_3.006950	35000	13	0.071597
(31,37)(22120,22156)(20000,70000)	NODE_1655_length_24844_cov_3.550293	45000	8	0.045382
(5,22)(12450,12529)(10000,60000)	NODE_1659_length_24832_cov_3.778474	35000	19	0.055251
(4,13)(27943,27963)(10000,60000)	NODE_165_length_42797_cov_3.609185	35000	11	0.030592
(11,28)(21616,21744)(20000,70000)	NODE_1661_length_24830_cov_3.449355	45000	19	0.069520
(6,10)(10593,19418)(10000,60000)	NODE_1668_length_24785_cov_3.520335	35000	6	0.063769
(1,29)(23578,27493)(10000,60000)	NODE_166_length_42782_cov_3.464635	35000	30	0.033298
(6,7)(20504,20505)(20000,70000)	NODE_167_length_42777_cov_4.154154	45000	3	0.066106
(109,128)(12241,24687)(10000,60000)	NODE_1687_length_24692_cov_2.708698	35000	21	0.061599
(6,7)(37978,37995)(10000,60000)	NODE_168_length_42730_cov_3.695105	35000	3	0.013824
(53,58)(10477,21308)(10000,60000)	NODE_1692_length_24669_cov_3.993081	35000	7	0.039375
(1,2)(13704,14849)(10000,60000)	NODE_1699_length_24638_cov_3.473736	35000	3	-0.006015
(3,12)(45790,55201)(20000,70000)	NODE_16_length_67001_cov_3.667843	45000	11	0.046366
(20,20)(16986,16986)(10000,60000)	NODE_1703_length_24629_cov_3.394863	35000	2	0.058210
(7,12)(15640,16649)(10000,60000)	NODE_1706_length_24622_cov_3.567059	35000	7	0.047913
(3,11)(24568,24593)(10000,60000)	NODE_1709_length_24618_cov_3.105632	35000	10	0.020605
(59,61)(23676,23686)(10000,60000)	NODE_1717_length_24595_cov_3.531964	35000	4	0.020289
(13,18)(33046,37729)(20000,70000)	NODE_171_length_42620_cov_3.394864	45000	7	0.014419
(2,2)(18391,18391)(10000,60000)	NODE_1725_length_24570_cov_3.230436	35000	2	-0.009358
(7,7)(11335,11335)(10000,60000)	NODE_1727_length_24563_cov_3.290468	35000	2	-0.005392
(4,64)(24933,33272)(10000,60000)	NODE_172_length_42601_cov_3.393040	35000	62	0.066753
(19,20)(11582,11587)(10000,60000)	NODE_1731_length_24556_cov_3.475120	35000	3	0.070613
(44,108)(10637,14351)(10000,60000)	NODE_1734_length_24549_cov_2.955624	35000	66	0.067856
(1,439)(10505,24388)(10000,60000)	NODE_1735_length_24544_cov_3.994273	35000	440	0.051231
(9,13)(17516,17536)(10000,60000)	NODE_1737_length_24538_cov_3.681452	35000	6	0.038525
(2,2)(20023,20023)(20000,70000)	NODE_1742_length_24526_cov_4.052892	45000	2	0.070477
(57,132)(11146,12097)(10000,60000)	NODE_1745_length_24510_cov_3.671951	35000	77	0.055325
(11,88)(15984,24239)(10000,60000)	NODE_1751_length_24488_cov_3.181147	35000	79	0.054655
(4,111)(23360,24060)(20000,70000)	NODE_1758_length_24458_cov_3.624205	45000	109	0.040490
(1,31)(22261,22498)(20000,70000)	NODE_1760_length_24457_cov_3.318581	45000	32	0.046417
(6,144)(15632,16166)(10000,60000)	NODE_1761_length_24456_cov_3.735518	35000	140	0.041781
(51,217)(20004,24197)(20000,70000)	NODE_1768_length_24423_cov_4.204983	45000	168	0.028951
(2,34)(22583,22722)(20000,70000)	NODE_1769_length_24420_cov_2.934707	45000	34	0.022740
(2,7)(25392,25455)(20000,70000)	NODE_176_length_42520_cov_3.647769	45000	7	0.110589
(7,8)(12163,12169)(10000,60000)	NODE_1771_length_24415_cov_4.249424	35000	3	0.097482
(13,101)(15185,16327)(10000,60000)	NODE_1772_length_24414_cov_3.468024	35000	90	0.056561
(22,36)(22378,22464)(10000,60000)	NODE_1779_length_24382_cov_3.429189	35000	16	0.065792
(2,8)(10214,17682)(10000,60000)	NODE_1781_length_24367_cov_3.659428	35000	8	0.417485
(10,48)(16022,24308)(10000,60000)	NODE_1783_length_24362_cov_2.969254	35000	40	0.041776
(5,5)(12610,12610)(10000,60000)	NODE_1785_length_24357_cov_3.775126	35000	2	0.041377
(25,25)(24201,24201)(10000,60000)	NODE_1787_length_24356_cov_3.544915	35000	2	0.018488
(2,5)(16854,16875)(10000,60000)	NODE_1789_length_24351_cov_3.448582	35000	5	0.034293
(2,4)(39446,39459)(20000,70000)	NODE_178_length_42494_cov_3.585470	45000	4	0.061605
(11,22)(14635,14685)(10000,60000)	NODE_1797_length_24287_cov_3.279436	35000	13	0.003806
(24,42)(11903,11978)(10000,60000)	NODE_179_length_42489_cov_3.782284	35000	20	0.019713
(1,6)(23649,23983)(20000,70000)	NODE_1801_length_24251_cov_3.143839	45000	7	0.031777
(1,13)(13028,16295)(10000,60000)	NODE_1802_length_24241_cov_3.716179	35000	14	0.051768
(4,8)(10144,14279)(10000,60000)	NODE_1803_length_24237_cov_3.639034	35000	6	0.028154
(3,15)(18510,19110)(10000,60000)	NODE_1805_length_24234_cov_3.664719	35000	14	0.068220
(4,10)(23664,23684)(10000,60000)	NODE_1806_length_24228_cov_3.588089	35000	8	0.012416
(43,57)(10004,24197)(10000,60000)	NODE_1807_length_24228_cov_3.524680	35000	16	0.021573
(5,7)(35220,35279)(20000,70000)	NODE_180_length_42485_cov_3.251758	45000	4	0.041193
(7,8)(12332,12333)(10000,60000)	NODE_1810_length_24202_cov_4.004854	35000	3	0.085993
(25,93)(11359,18755)(10000,60000)	NODE_1814_length_24189_cov_3.354961	35000	70	0.050299
(5,6)(19073,19076)(10000,60000)	NODE_1818_length_24161_cov_3.234561	35000	3	0.001088
(13,22)(21498,22928)(20000,70000)	NODE_1825_length_24144_cov_3.351923	45000	11	0.047479
(5,8)(26519,26558)(10000,60000)	NODE_182_length_42465_cov_3.622362	35000	5	0.100222
(1,2)(21515,21522)(20000,70000)	NODE_1841_length_24058_cov_3.444384	45000	3	0.070070
(2,4)(17698,17722)(10000,60000)	NODE_1843_length_24057_cov_3.200017	35000	4	0.052491
(1,1)(12113,12113)(10000,60000)	NODE_1849_length_24038_cov_3.420987	35000	2	0.138068
(107,111)(10882,20047)(10000,60000)	NODE_1858_length_23983_cov_3.179241	35000	6	0.053192
(2,25)(10662,22025)(10000,60000)	NODE_1864_length_23961_cov_3.508759	35000	25	0.060281
(1,1)(23856,23856)(10000,60000)	NODE_1865_length_23952_cov_3.468704	35000	2	0.000159
(12,13)(23927,23929)(10000,60000)	NODE_1866_length_23948_cov_3.620529	35000	3	0.032958
(8,11)(18386,18418)(10000,60000)	NODE_1868_length_23944_cov_3.883414	35000	5	0.053392
(10,11)(11307,13804)(10000,60000)	NODE_1869_length_23943_cov_3.695479	35000	3	0.049424
(1,11)(25829,25852)(10000,60000)	NODE_186_length_42282_cov_3.590356	35000	12	0.052055
(9,34)(21603,21815)(20000,70000)	NODE_1873_length_23924_cov_3.902371	45000	27	0.020254
(3,123)(12094,23810)(10000,60000)	NODE_1875_length_23908_cov_3.929186	35000	122	0.053369
(12,12)(21977,21977)(10000,60000)	NODE_1878_length_23899_cov_3.453319	35000	2	0.090212
(14,15)(11378,11620)(10000,60000)	NODE_1880_length_23875_cov_3.459749	35000	3	0.105591
(2,5)(41027,42182)(20000,70000)	NODE_188_length_42261_cov_3.394953	45000	5	0.093212
(18,75)(19186,19752)(10000,60000)	NODE_1891_length_23818_cov_3.615077	35000	59	0.058692
(14,16)(19930,20124)(10000,60000)	NODE_1893_length_23812_cov_3.274027	35000	4	0.032573
(54,108)(21480,21654)(20000,70000)	NODE_1898_length_23793_cov_3.415590	45000	56	0.059221
(2,54)(28768,46492)(10000,60000)	NODE_18_length_63337_cov_3.725956	35000	54	0.052775
(109,109)(23419,23419)(10000,60000)	NODE_1904_length_23767_cov_2.833742	35000	2	0.105627
(4,7)(11778,12372)(10000,60000)	NODE_1913_length_23729_cov_3.783157	35000	5	0.071856
(2,8)(19386,22328)(10000,60000)	NODE_1919_length_23717_cov_3.651749	35000	8	0.021525
(5,7)(20291,22795)(10000,60000)	NODE_1920_length_23714_cov_3.597459	35000	4	0.014795
(1,64)(13265,23109)(10000,60000)	NODE_1922_length_23710_cov_3.707552	35000	65	0.038238
(11,22)(12262,12303)(10000,60000)	NODE_1936_length_23677_cov_3.578336	35000	13	0.044576
(1,36)(13982,23127)(10000,60000)	NODE_1941_length_23656_cov_3.796961	35000	37	0.090161
(16,152)(20746,23504)(10000,60000)	NODE_1942_length_23651_cov_3.065175	35000	138	0.026474
(2,9)(23549,23636)(10000,60000)	NODE_1947_length_23645_cov_3.407330	35000	9	0.021703
(12,13)(33740,33743)(30000,80000)	NODE_194_length_41962_cov_3.628741	55000	3	0.073848
(14,88)(14742,17609)(10000,60000)	NODE_1950_length_23628_cov_3.900761	35000	76	0.040718
(54,54)(14795,14795)(10000,60000)	NODE_1951_length_23627_cov_3.914272	35000	2	0.056564
(28,64)(11139,12052)(10000,60000)	NODE_1952_length_23626_cov_3.223615	35000	38	0.092338
(17,17)(22316,22316)(20000,70000)	NODE_1955_length_23621_cov_3.672264	45000	2	0.089695
(1,53)(15889,34994)(10000,60000)	NODE_195_length_41947_cov_3.267444	35000	54	0.058648
(10,21)(16306,21264)(10000,60000)	NODE_1967_length_23557_cov_3.434095	35000	13	0.071241
(2,2)(20041,20041)(20000,70000)	NODE_1971_length_23540_cov_3.464869	45000	2	0.007187
(5,18)(18927,18974)(10000,60000)	NODE_1972_length_23539_cov_3.373763	35000	15	0.017840
(2,3)(21099,21834)(20000,70000)	NODE_1975_length_23526_cov_3.953985	45000	3	0.077621
(1,38)(23294,23463)(10000,60000)	NODE_1977_length_23525_cov_3.497994	35000	39	0.044562
(1,58)(23588,24477)(10000,60000)	NODE_197_length_41809_cov_3.756749	35000	59	0.045842
(3,11)(21040,21067)(20000,70000)	NODE_1987_length_23501_cov_3.723613	45000	10	0.027473
(8,8)(15435,15435)(10000,60000)	NODE_1991_length_23474_cov_3.612706	35000	2	0.068412
(2,76)(10631,19397)(10000,60000)	NODE_1993_length_23472_cov_3.038420	35000	76	0.074536
