region	chr	midPos	Nsites
(17686,18520)(980220,1029895)(980000,1030000)	JBPCET010000001.1	1005000	836	0.024754
(17831,18915)(991455,1039904)(990000,1040000)	JBPCET010000001.1	1015000	1086	0.022907
(18070,19129)(1000029,1049937)(1000000,1050000)	JBPCET010000001.1	1025000	1061	0.025395
(18266,19291)(1010148,1059989)(1010000,1060000)	JBPCET010000001.1	1035000	1027	0.023647
(18405,19529)(1020505,1065954)(1020000,1070000)	JBPCET010000001.1	1045000	1126	0.022414
(18521,19728)(1030755,1079824)(1030000,1080000)	JBPCET010000001.1	1055000	1209	0.022132
(18916,19895)(1040133,1089994)(1040000,1090000)	JBPCET010000001.1	1065000	981	0.023784
(19130,20053)(1050007,1099975)(1050000,1100000)	JBPCET010000001.1	1075000	925	0.019331
(19292,20400)(1060046,1109972)(1060000,1110000)	JBPCET010000001.1	1085000	1110	0.018879
(19530,20586)(1074330,1119104)(1070000,1120000)	JBPCET010000001.1	1095000	1058	0.019849
(19729,20907)(1080057,1129944)(1080000,1130000)	JBPCET010000001.1	1105000	1180	0.021060
(19896,21371)(1090001,1139976)(1090000,1140000)	JBPCET010000001.1	1115000	1477	0.022432
(20054,21425)(1100076,1143287)(1100000,1150000)	JBPCET010000001.1	1125000	1373	0.022716
(20401,21511)(1110044,1153794)(1110000,1160000)	JBPCET010000001.1	1135000	1112	0.023044
(20587,21610)(1120077,1169990)(1120000,1170000)	JBPCET010000001.1	1145000	1025	0.021717
(20908,21870)(1130080,1179984)(1130000,1180000)	JBPCET010000001.1	1155000	964	0.018238
(21372,22126)(1140004,1189997)(1140000,1190000)	JBPCET010000001.1	1165000	756	0.015211
(21426,22337)(1153150,1199238)(1150000,1200000)	JBPCET010000001.1	1175000	913	0.017138
(21512,22553)(1160458,1209931)(1160000,1210000)	JBPCET010000001.1	1185000	1043	0.018997
(21611,22601)(1170000,1219970)(1170000,1220000)	JBPCET010000001.1	1195000	992	0.019420
(21871,22829)(1180009,1229998)(1180000,1230000)	JBPCET010000001.1	1205000	960	0.020683
(22127,22942)(1190000,1235058)(1190000,1240000)	JBPCET010000001.1	1215000	817	0.020228
(22338,22977)(1200182,1245075)(1200000,1250000)	JBPCET010000001.1	1225000	641	0.019723
(22554,23340)(1210070,1259978)(1210000,1260000)	JBPCET010000001.1	1235000	788	0.018764
(22602,23462)(1220037,1263303)(1220000,1270000)	JBPCET010000001.1	1245000	862	0.023590
(22830,23726)(1230001,1279959)(1230000,1280000)	JBPCET010000001.1	1255000	898	0.026533
(22943,24039)(1244796,1289799)(1240000,1290000)	JBPCET010000001.1	1265000	1098	0.026191
(22978,24377)(1252164,1299899)(1250000,1300000)	JBPCET010000001.1	1275000	1401	0.024803
(23341,24696)(1260301,1309503)(1260000,1310000)	JBPCET010000001.1	1285000	1357	0.025972
(23463,24982)(1271238,1319967)(1270000,1320000)	JBPCET010000001.1	1295000	1521	0.022345
(23727,25194)(1280045,1329971)(1280000,1330000)	JBPCET010000001.1	1305000	1469	0.021320
(24040,25462)(1290036,1339998)(1290000,1340000)	JBPCET010000001.1	1315000	1424	0.021434
(24378,25740)(1300163,1349918)(1300000,1350000)	JBPCET010000001.1	1325000	1364	0.020647
(24697,26030)(1310171,1359715)(1310000,1360000)	JBPCET010000001.1	1335000	1335	0.020220
(24983,26382)(1320048,1369980)(1320000,1370000)	JBPCET010000001.1	1345000	1401	0.020381
(25195,26719)(1330093,1379619)(1330000,1380000)	JBPCET010000001.1	1355000	1526	0.021626
(25463,27015)(1340001,1389628)(1340000,1390000)	JBPCET010000001.1	1365000	1554	0.022498
(25741,27203)(1350343,1397749)(1350000,1400000)	JBPCET010000001.1	1375000	1464	0.022808
(26031,27400)(1360385,1409882)(1360000,1410000)	JBPCET010000001.1	1385000	1371	0.023233
(26383,27720)(1370000,1419909)(1370000,1420000)	JBPCET010000001.1	1395000	1339	0.023386
(26720,28028)(1380151,1429791)(1380000,1430000)	JBPCET010000001.1	1405000	1310	0.022606
(27016,28346)(1391002,1439770)(1390000,1440000)	JBPCET010000001.1	1415000	1332	0.019332
(27204,28352)(1400412,1440259)(1400000,1450000)	JBPCET010000001.1	1425000	1150	0.019460
(27401,28543)(1410108,1456249)(1410000,1460000)	JBPCET010000001.1	1435000	1144	0.018814
(27721,28627)(1420122,1469820)(1420000,1470000)	JBPCET010000001.1	1445000	908	0.018830
(28029,28813)(1430097,1478768)(1430000,1480000)	JBPCET010000001.1	1455000	786	0.017346
(28347,28921)(1440115,1488420)(1440000,1490000)	JBPCET010000001.1	1465000	576	0.019846
(28353,28972)(1450134,1499954)(1450000,1500000)	JBPCET010000001.1	1475000	621	0.020064
(28544,29149)(1462849,1509893)(1460000,1510000)	JBPCET010000001.1	1485000	607	0.022902
(28628,29402)(1470494,1518563)(1470000,1520000)	JBPCET010000001.1	1495000	776	0.021843
(28814,29747)(1484424,1529991)(1480000,1530000)	JBPCET010000001.1	1505000	935	0.023275
(28922,29946)(1492417,1539990)(1490000,1540000)	JBPCET010000001.1	1515000	1026	0.025600
(28973,30339)(1505433,1549570)(1500000,1550000)	JBPCET010000001.1	1525000	1368	0.026999
(29150,30432)(1510014,1559775)(1510000,1560000)	JBPCET010000001.1	1535000	1284	0.026428
(29403,30656)(1521284,1568771)(1520000,1570000)	JBPCET010000001.1	1545000	1255	0.026478
(29748,30967)(1530004,1579971)(1530000,1580000)	JBPCET010000001.1	1555000	1221	0.025757
(29947,31089)(1540234,1589749)(1540000,1590000)	JBPCET010000001.1	1565000	1144	0.024404
(30340,31301)(1552892,1599922)(1550000,1600000)	JBPCET010000001.1	1575000	963	0.021584
(30433,31455)(1561447,1609927)(1560000,1610000)	JBPCET010000001.1	1585000	1024	0.021166
(30657,31583)(1571789,1619960)(1570000,1620000)	JBPCET010000001.1	1595000	928	0.022400
(30968,31868)(1580084,1629781)(1580000,1630000)	JBPCET010000001.1	1605000	902	0.023112
(31090,32115)(1590020,1639915)(1590000,1640000)	JBPCET010000001.1	1615000	1027	0.021310
(31302,32186)(1600135,1649561)(1600000,1650000)	JBPCET010000001.1	1625000	886	0.020714
(31456,32402)(1610614,1658198)(1610000,1660000)	JBPCET010000001.1	1635000	948	0.020591
(31584,32555)(1620160,1669769)(1620000,1670000)	JBPCET010000001.1	1645000	973	0.019915
(31869,32708)(1632318,1679996)(1630000,1680000)	JBPCET010000001.1	1655000	841	0.018186
(32116,32826)(1640124,1682432)(1640000,1690000)	JBPCET010000001.1	1665000	712	0.019076
(32187,32907)(1650145,1695904)(1650000,1700000)	JBPCET010000001.1	1675000	722	0.018868
(32403,32998)(1665170,1709663)(1660000,1710000)	JBPCET010000001.1	1685000	597	0.018973
(32556,33147)(1670107,1718795)(1670000,1720000)	JBPCET010000001.1	1695000	593	0.017905
(32709,33659)(1680002,1729917)(1680000,1730000)	JBPCET010000001.1	1705000	952	0.017032
(32827,33869)(1692039,1739492)(1690000,1740000)	JBPCET010000001.1	1715000	1044	0.017760
(32908,34630)(1702497,1749739)(1700000,1750000)	JBPCET010000001.1	1725000	1724	0.015853
(32999,34794)(1712810,1759694)(1710000,1760000)	JBPCET010000001.1	1735000	1797	0.016286
(33148,34819)(1720238,1769971)(1720000,1770000)	JBPCET010000001.1	1745000	1673	0.016378
(33660,35041)(1730265,1779898)(1730000,1780000)	JBPCET010000001.1	1755000	1383	0.015499
(33870,35242)(1740030,1789999)(1740000,1790000)	JBPCET010000001.1	1765000	1374	0.015797
(34631,35349)(1750069,1795811)(1750000,1800000)	JBPCET010000001.1	1775000	720	0.018855
(34795,35409)(1769210,1809952)(1760000,1810000)	JBPCET010000001.1	1785000	616	0.016904
(34820,35575)(1770009,1815098)(1770000,1820000)	JBPCET010000001.1	1795000	757	0.017988
(35042,35955)(1780098,1829313)(1780000,1830000)	JBPCET010000001.1	1805000	915	0.019261
(35243,36032)(1790011,1839399)(1790000,1840000)	JBPCET010000001.1	1815000	791	0.018337
(35350,36275)(1807780,1849912)(1800000,1850000)	JBPCET010000001.1	1825000	927	0.019585
(35410,36466)(1810012,1859942)(1810000,1860000)	JBPCET010000001.1	1835000	1058	0.019883
(35576,36770)(1821029,1868984)(1820000,1870000)	JBPCET010000001.1	1845000	1196	0.022627
(35956,37003)(1837762,1877368)(1830000,1880000)	JBPCET010000001.1	1855000	1049	0.025497
(36033,37159)(1840221,1889930)(1840000,1890000)	JBPCET010000001.1	1865000	1128	0.026584
(36276,37347)(1850168,1899907)(1850000,1900000)	JBPCET010000001.1	1875000	1073	0.026716
(36467,37649)(1860038,1909997)(1860000,1910000)	JBPCET010000001.1	1885000	1184	0.027665
(36771,37834)(1870470,1919991)(1870000,1920000)	JBPCET010000001.1	1895000	1065	0.024915
(37004,37947)(1885978,1929539)(1880000,1930000)	JBPCET010000001.1	1905000	945	0.025509
(37160,38276)(1890000,1939936)(1890000,1940000)	JBPCET010000001.1	1915000	1118	0.024067
(37348,38458)(1900222,1948963)(1900000,1950000)	JBPCET010000001.1	1925000	1112	0.023317
(37650,38567)(1910001,1959991)(1910000,1960000)	JBPCET010000001.1	1935000	919	0.021860
(37835,38967)(1920002,1968838)(1920000,1970000)	JBPCET010000001.1	1945000	1134	0.022700
(37948,39012)(1931746,1976996)(1930000,1980000)	JBPCET010000001.1	1955000	1066	0.021856
(38277,39150)(1940038,1987886)(1940000,1990000)	JBPCET010000001.1	1965000	875	0.021249
(38459,39285)(1956200,1999982)(1950000,2000000)	JBPCET010000001.1	1975000	828	0.020935
(38568,39559)(1960020,2009702)(1960000,2010000)	JBPCET010000001.1	1985000	993	0.019699
(38968,39852)(1974985,2019789)(1970000,2020000)	JBPCET010000001.1	1995000	886	0.019179
(39013,40080)(1982239,2029818)(1980000,2030000)	JBPCET010000001.1	2005000	1069	0.021439
(39151,40378)(1997645,2038142)(1990000,2040000)	JBPCET010000001.1	2015000	1229	0.021044
(39286,40449)(2000007,2042043)(2000000,2050000)	JBPCET010000001.1	2025000	1165	0.021651
(39560,40664)(2010552,2057986)(2010000,2060000)	JBPCET010000001.1	2035000	1106	0.027337
(39853,40767)(2020062,2069999)(2020000,2070000)	JBPCET010000001.1	2045000	916	0.028547
(40081,40851)(2030050,2078281)(2030000,2080000)	JBPCET010000001.1	2055000	772	0.026845
(40379,41004)(2040593,2089975)(2040000,2090000)	JBPCET010000001.1	2065000	627	0.029379
(40450,41219)(2050574,2094696)(2050000,2100000)	JBPCET010000001.1	2075000	771	0.026481
(40665,41306)(2066055,2102517)(2060000,2110000)	JBPCET010000001.1	2085000	643	0.019174
(40768,41531)(2070012,2119995)(2070000,2120000)	JBPCET010000001.1	2095000	765	0.017318
(40852,41851)(2081343,2129387)(2080000,2130000)	JBPCET010000001.1	2105000	1001	0.020754
(41005,42144)(2090006,2139860)(2090000,2140000)	JBPCET010000001.1	2115000	1141	0.022885
(41220,42494)(2100274,2149804)(2100000,2150000)	JBPCET010000001.1	2125000	1276	0.022753
(41307,42731)(2111993,2157620)(2110000,2160000)	JBPCET010000001.1	2135000	1426	0.024034
(41532,42973)(2120004,2169881)(2120000,2170000)	JBPCET010000001.1	2145000	1443	0.024558
(41852,43210)(2130316,2178597)(2130000,2180000)	JBPCET010000001.1	2155000	1360	0.022631
(42145,43328)(2140086,2189839)(2140000,2190000)	JBPCET010000001.1	2165000	1185	0.021198
(42495,43538)(2150079,2199805)(2150000,2200000)	JBPCET010000001.1	2175000	1045	0.021202
(42732,43801)(2160247,2208946)(2160000,2210000)	JBPCET010000001.1	2185000	1071	0.019657
(42974,44114)(2170528,2219661)(2170000,2220000)	JBPCET010000001.1	2195000	1142	0.020623
(43211,44366)(2180039,2229931)(2180000,2230000)	JBPCET010000001.1	2205000	1157	0.022122
(43329,44630)(2190240,2239976)(2190000,2240000)	JBPCET010000001.1	2215000	1303	0.021590
(43539,44784)(2200120,2249316)(2200000,2250000)	JBPCET010000001.1	2225000	1247	0.022901
(43802,44917)(2210598,2259869)(2210000,2260000)	JBPCET010000001.1	2235000	1117	0.024250
(44115,45045)(2220152,2269367)(2220000,2270000)	JBPCET010000001.1	2245000	932	0.025199
(44367,45263)(2231467,2279993)(2230000,2280000)	JBPCET010000001.1	2255000	898	0.025260
(44631,45499)(2240053,2286710)(2240000,2290000)	JBPCET010000001.1	2265000	870	0.022735
(44785,45580)(2250112,2299913)(2250000,2300000)	JBPCET010000001.1	2275000	797	0.023049
(44918,45889)(2260489,2308766)(2260000,2310000)	JBPCET010000001.1	2285000	973	0.025431
(45046,46085)(2270357,2319942)(2270000,2320000)	JBPCET010000001.1	2295000	1041	0.022541
(45264,46272)(2280254,2329979)(2280000,2330000)	JBPCET010000001.1	2305000	1010	0.021756
(45500,46349)(2293966,2339994)(2290000,2340000)	JBPCET010000001.1	2315000	851	0.024186
(45581,46478)(2300157,2349784)(2300000,2350000)	JBPCET010000001.1	2325000	899	0.023616
(45890,46563)(2310898,2359985)(2310000,2360000)	JBPCET010000001.1	2335000	675	0.020041
(46086,46630)(2320100,2364132)(2320000,2370000)	JBPCET010000001.1	2345000	546	0.025376
(46273,46779)(2330010,2379960)(2330000,2380000)	JBPCET010000001.1	2355000	508	0.029322
(46350,47012)(2340088,2389917)(2340000,2390000)	JBPCET010000001.1	2365000	664	0.032797
(46479,47075)(2350037,2399798)(2350000,2400000)	JBPCET010000001.1	2375000	598	0.034025
(46564,47254)(2360006,2409972)(2360000,2410000)	JBPCET010000001.1	2385000	692	0.034514
(46631,47354)(2371781,2416455)(2370000,2420000)	JBPCET010000001.1	2395000	725	0.032860
(46780,47487)(2380052,2427375)(2380000,2430000)	JBPCET010000001.1	2405000	709	0.029743
(47013,47775)(2396561,2439923)(2390000,2440000)	JBPCET010000001.1	2415000	764	0.021547
(47076,47995)(2400192,2446637)(2400000,2450000)	JBPCET010000001.1	2425000	921	0.021838
(47255,48028)(2410234,2459996)(2410000,2460000)	JBPCET010000001.1	2435000	775	0.017961
(47355,48201)(2424192,2469694)(2420000,2470000)	JBPCET010000001.1	2445000	848	0.018517
(47488,48278)(2430202,2474211)(2430000,2480000)	JBPCET010000001.1	2455000	792	0.019250
(47776,48441)(2440047,2486393)(2440000,2490000)	JBPCET010000001.1	2465000	667	0.017916
(47996,48569)(2456028,2499993)(2450000,2500000)	JBPCET010000001.1	2475000	575	0.016232
(48029,48683)(2460003,2509858)(2460000,2510000)	JBPCET010000001.1	2485000	656	0.016020
(48202,48827)(2470142,2519866)(2470000,2520000)	JBPCET010000001.1	2495000	627	0.015808
(48279,48883)(2481410,2525589)(2480000,2530000)	JBPCET010000001.1	2505000	606	0.015267
(48442,48888)(2491017,2539945)(2490000,2540000)	JBPCET010000001.1	2515000	448	0.018705
(48570,49158)(2500006,2549636)(2500000,2550000)	JBPCET010000001.1	2525000	590	0.015567
(48684,49218)(2510040,2556008)(2510000,2560000)	JBPCET010000001.1	2535000	536	0.015769
(48828,49249)(2520042,2563947)(2520000,2570000)	JBPCET010000001.1	2545000	423	0.014112
(48884,49404)(2535274,2578352)(2530000,2580000)	JBPCET010000001.1	2555000	522	0.016283
(48889,49469)(2540026,2589439)(2540000,2590000)	JBPCET010000001.1	2565000	582	0.017849
(49159,49682)(2550071,2599829)(2550000,2600000)	JBPCET010000001.1	2575000	525	0.022366
(49219,49864)(2561760,2609703)(2560000,2610000)	JBPCET010000001.1	2585000	647	0.021794
(49250,49997)(2571556,2619717)(2570000,2620000)	JBPCET010000001.1	2595000	749	0.022318
(49405,50210)(2584676,2629688)(2580000,2630000)	JBPCET010000001.1	2605000	807	0.021652
(49470,50468)(2590000,2639563)(2590000,2640000)	JBPCET010000001.1	2615000	1000	0.020568
(49683,50558)(2600143,2649669)(2600000,2650000)	JBPCET010000001.1	2625000	877	0.019160
(49865,50797)(2611831,2659449)(2610000,2660000)	JBPCET010000001.1	2635000	934	0.019470
(49998,50987)(2622348,2668522)(2620000,2670000)	JBPCET010000001.1	2645000	991	0.019329
(50211,51173)(2630244,2679658)(2630000,2680000)	JBPCET010000001.1	2655000	964	0.018485
(50469,51302)(2644450,2689826)(2640000,2690000)	JBPCET010000001.1	2665000	835	0.016802
(50559,51440)(2651291,2699842)(2650000,2700000)	JBPCET010000001.1	2675000	883	0.016615
(50798,51505)(2660352,2705347)(2660000,2710000)	JBPCET010000001.1	2685000	709	0.014618
(50988,51654)(2672013,2719974)(2670000,2720000)	JBPCET010000001.1	2695000	668	0.011970
(51174,51976)(2681374,2729959)(2680000,2730000)	JBPCET010000001.1	2705000	804	0.016219
(51303,52189)(2695686,2737706)(2690000,2740000)	JBPCET010000001.1	2715000	888	0.020452
(51441,52315)(2703856,2748307)(2700000,2750000)	JBPCET010000001.1	2725000	876	0.021900
(51506,52489)(2711413,2759985)(2710000,2760000)	JBPCET010000001.1	2735000	985	0.023752
(51655,52714)(2720127,2765121)(2720000,2770000)	JBPCET010000001.1	2745000	1061	0.025131
(51977,52845)(2730012,2779722)(2730000,2780000)	JBPCET010000001.1	2755000	870	0.024906
(52190,52845)(2740405,2779722)(2740000,2790000)	JBPCET010000001.1	2765000	657	0.023462
(52316,53035)(2750551,2799997)(2750000,2800000)	JBPCET010000001.1	2775000	721	0.025208
(52490,53189)(2760048,2809098)(2760000,2810000)	JBPCET010000001.1	2785000	701	0.025213
(52715,53345)(2771220,2818433)(2770000,2820000)	JBPCET010000001.1	2795000	632	0.023969
(52846,53348)(2790060,2820899)(2780000,2830000)	JBPCET010000001.1	2805000	504	0.024216
(52846,53735)(2790060,2839905)(2790000,2840000)	JBPCET010000001.1	2815000	891	0.020690
(53036,54454)(2800004,2849280)(2800000,2850000)	JBPCET010000001.1	2825000	1420	0.017141
(53190,54651)(2810884,2859945)(2810000,2860000)	JBPCET010000001.1	2835000	1463	0.015849
(53346,54756)(2820830,2867680)(2820000,2870000)	JBPCET010000001.1	2845000	1412	0.015972
(53349,54849)(2830503,2876513)(2830000,2880000)	JBPCET010000001.1	2855000	1502	0.015992
(53736,54952)(2840196,2889889)(2840000,2890000)	JBPCET010000001.1	2865000	1218	0.017331
(54455,55036)(2850214,2899985)(2850000,2900000)	JBPCET010000001.1	2875000	583	0.019002
(54652,55516)(2860041,2909496)(2860000,2910000)	JBPCET010000001.1	2885000	866	0.022197
(54757,55723)(2875175,2919594)(2870000,2920000)	JBPCET010000001.1	2895000	968	0.022906
(54850,55894)(2881551,2928005)(2880000,2930000)	JBPCET010000001.1	2905000	1046	0.022725
(54953,55973)(2890465,2939977)(2890000,2940000)	JBPCET010000001.1	2915000	1022	0.022171
(55037,56202)(2900013,2946533)(2900000,2950000)	JBPCET010000001.1	2925000	1167	0.021953
(55517,56258)(2910449,2952943)(2910000,2960000)	JBPCET010000001.1	2935000	743	0.019708
(55724,56270)(2920331,2969350)(2920000,2970000)	JBPCET010000001.1	2945000	548	0.018416
(55895,56464)(2933679,2979266)(2930000,2980000)	JBPCET010000001.1	2955000	571	0.023843
(55974,56653)(2940000,2989964)(2940000,2990000)	JBPCET010000001.1	2965000	681	0.023762
(56203,56974)(2952010,2999865)(2950000,3000000)	JBPCET010000001.1	2975000	773	0.024030
(56259,57209)(2968839,3009998)(2960000,3010000)	JBPCET010000001.1	2985000	952	0.024445
(56271,57283)(2971244,3019953)(2970000,3020000)	JBPCET010000001.1	2995000	1014	0.023918
(56465,57438)(2981911,3029634)(2980000,3030000)	JBPCET010000001.1	3005000	975	0.025339
