region	chr	midPos	Nsites
(17,20)(13100,23053)(10000,60000)	NODE_1026_length_28565_cov_3.782477	35000	5	0.126571
(17,21)(23294,25997)(10000,60000)	NODE_1027_length_28562_cov_3.403471	35000	6	0.388360
(1,137)(12906,23421)(10000,60000)	NODE_1028_length_28554_cov_3.668283	35000	138	0.075198
(8,24)(11920,27758)(10000,60000)	NODE_1029_length_28534_cov_3.301108	35000	18	0.161775
(16,77)(11618,42644)(10000,60000)	NODE_102_length_46763_cov_3.799246	35000	63	0.270143
(9,45)(12788,26625)(10000,60000)	NODE_1030_length_28514_cov_3.677565	35000	38	0.177170
(7,17)(13188,21187)(10000,60000)	NODE_1031_length_28509_cov_3.529849	35000	12	0.287763
(1,8)(10154,24849)(10000,60000)	NODE_1032_length_28507_cov_3.527316	35000	9	0.348046
(20,54)(14743,28354)(10000,60000)	NODE_1033_length_28478_cov_3.597096	35000	36	0.180578
(51,108)(10373,28256)(10000,60000)	NODE_1034_length_28461_cov_4.068331	35000	59	0.145962
(25,43)(11328,28412)(10000,60000)	NODE_1035_length_28435_cov_3.580463	35000	20	0.184674
(6,33)(11150,23536)(10000,60000)	NODE_1036_length_28428_cov_4.037982	35000	29	0.386067
(90,98)(19685,27901)(10000,60000)	NODE_1037_length_28403_cov_3.410260	35000	10	0.139360
(14,51)(10056,24619)(10000,60000)	NODE_1038_length_28401_cov_3.893859	35000	39	0.219873
(7,49)(10698,26520)(10000,60000)	NODE_1039_length_28400_cov_3.863220	35000	44	0.086319
(5,152)(11404,46739)(10000,60000)	NODE_103_length_46749_cov_3.696785	35000	149	0.067234
(13,112)(20395,27840)(10000,60000)	NODE_1040_length_28400_cov_3.310554	35000	101	0.075137
(16,35)(11549,26257)(10000,60000)	NODE_1041_length_28398_cov_3.581363	35000	21	0.348134
(19,70)(12115,27064)(10000,60000)	NODE_1043_length_28396_cov_3.864473	35000	53	0.066617
(1,6)(20546,27507)(10000,60000)	NODE_1044_length_28386_cov_3.335596	35000	7	0.502113
(125,533)(10003,24734)(10000,60000)	NODE_1045_length_28382_cov_3.769968	35000	410	0.079547
(3,7)(15979,17536)(10000,60000)	NODE_1046_length_28376_cov_3.732645	35000	6	0.416840
(4,7)(26176,26204)(20000,70000)	NODE_1047_length_28360_cov_3.458512	45000	5	0.012531
(10,29)(20219,27988)(20000,70000)	NODE_1049_length_28350_cov_3.501398	45000	21	0.143918
(156,602)(11238,46616)(10000,60000)	NODE_104_length_46715_cov_3.945491	35000	448	0.088351
(13,17)(18214,20674)(10000,60000)	NODE_1050_length_28346_cov_3.383722	35000	6	0.151916
(51,204)(10309,27208)(10000,60000)	NODE_1051_length_28336_cov_21.318200	35000	155	0.104568
(6,21)(10966,26511)(10000,60000)	NODE_1052_length_28330_cov_3.697212	35000	17	0.169851
(1,11)(27285,27504)(20000,70000)	NODE_1053_length_28329_cov_3.280871	45000	12	0.028952
(18,58)(10432,22599)(10000,60000)	NODE_1054_length_28327_cov_3.271893	35000	42	0.130413
(13,17)(12113,12246)(10000,60000)	NODE_1055_length_28320_cov_3.238369	35000	6	0.072142
(23,29)(13337,24314)(10000,60000)	NODE_1056_length_28316_cov_3.315165	35000	8	0.108011
(1,6)(12688,27780)(10000,60000)	NODE_1057_length_28294_cov_3.708601	35000	7	0.334751
(6,612)(17602,28229)(10000,60000)	NODE_1058_length_28285_cov_4.802029	35000	608	0.088561
(4,19)(20280,38749)(10000,60000)	NODE_105_length_46595_cov_4.374075	35000	17	0.361998
(21,34)(11299,23947)(10000,60000)	NODE_1060_length_28278_cov_3.752049	35000	15	0.308490
(14,37)(12244,27547)(10000,60000)	NODE_1061_length_28269_cov_3.948988	35000	25	0.244328
(10,56)(13929,28087)(10000,60000)	NODE_1062_length_28263_cov_3.487182	35000	48	0.258333
(2,53)(11846,27334)(10000,60000)	NODE_1063_length_28260_cov_3.450162	35000	53	0.230361
(15,20)(13212,23184)(10000,60000)	NODE_1064_length_28237_cov_3.576267	35000	7	0.118462
(12,28)(13406,27633)(10000,60000)	NODE_1065_length_28237_cov_3.335525	35000	18	0.130231
(5,10)(16686,21569)(10000,60000)	NODE_1066_length_28235_cov_3.991292	35000	7	0.367650
(6,59)(10729,27026)(10000,60000)	NODE_1067_length_28230_cov_3.886851	35000	55	0.083578
(19,87)(11885,27227)(10000,60000)	NODE_1068_length_28209_cov_3.536464	35000	70	0.099213
(43,88)(10000,26769)(10000,60000)	NODE_1069_length_28209_cov_3.509961	35000	47	0.138200
(5,91)(10500,41735)(10000,60000)	NODE_106_length_46410_cov_3.501587	35000	88	0.194068
(7,12)(10694,25357)(10000,60000)	NODE_1070_length_28184_cov_3.679580	35000	7	0.067820
(75,86)(11420,19785)(10000,60000)	NODE_1071_length_28176_cov_3.704491	35000	13	0.387758
(8,60)(12036,21217)(10000,60000)	NODE_1072_length_28176_cov_3.660184	35000	54	0.158937
(15,65)(10158,25955)(10000,60000)	NODE_1073_length_28176_cov_3.380418	35000	52	0.053217
(11,24)(15579,26903)(10000,60000)	NODE_1074_length_28172_cov_3.666156	35000	15	0.092840
(15,111)(18210,27049)(10000,60000)	NODE_1075_length_28172_cov_3.656859	35000	98	0.047658
(68,78)(12498,26593)(10000,60000)	NODE_1076_length_28172_cov_3.504862	35000	12	0.109767
(10,16)(18457,25547)(10000,60000)	NODE_1077_length_28172_cov_3.472554	35000	8	0.106280
(119,139)(14883,15023)(10000,60000)	NODE_1078_length_28159_cov_3.481646	35000	22	0.028907
(83,101)(16000,16867)(10000,60000)	NODE_1079_length_28144_cov_4.804564	35000	20	0.091633
(2,17)(22332,42590)(20000,70000)	NODE_107_length_46358_cov_3.828142	45000	17	0.226600
(13,32)(10030,22247)(10000,60000)	NODE_1080_length_28143_cov_4.150300	35000	21	0.316777
(9,18)(11882,25256)(10000,60000)	NODE_1081_length_28130_cov_3.763726	35000	11	0.125523
(34,80)(10065,21933)(10000,60000)	NODE_1083_length_28122_cov_3.522928	35000	48	0.164039
(17,30)(10735,27600)(10000,60000)	NODE_1084_length_28104_cov_3.508909	35000	15	0.092996
(2,108)(10725,27851)(10000,60000)	NODE_1085_length_28103_cov_3.809063	35000	108	0.170880
(32,168)(10124,23572)(10000,60000)	NODE_1086_length_28102_cov_3.260222	35000	138	0.060516
(6,22)(10676,24221)(10000,60000)	NODE_1087_length_28088_cov_3.494123	35000	18	0.173252
(135,173)(10186,13268)(10000,60000)	NODE_1088_length_28087_cov_3.725096	35000	40	0.052567
(20,54)(10387,25352)(10000,60000)	NODE_1089_length_28083_cov_3.489673	35000	36	0.241324
(3,33)(16167,39955)(10000,60000)	NODE_108_length_46346_cov_3.619910	35000	32	0.177586
(6,19)(13776,27100)(10000,60000)	NODE_1090_length_28071_cov_3.783534	35000	15	0.348585
(6,11)(15912,25983)(10000,60000)	NODE_1091_length_28055_cov_3.518207	35000	7	0.463171
(9,22)(10357,25412)(10000,60000)	NODE_1092_length_28048_cov_3.913378	35000	15	0.037672
(213,217)(14098,24988)(10000,60000)	NODE_1093_length_28043_cov_3.327405	35000	6	0.355652
(3,54)(10970,23769)(10000,60000)	NODE_1094_length_28041_cov_3.287238	35000	53	0.057309
(20,28)(10425,20929)(10000,60000)	NODE_1095_length_28038_cov_3.095744	35000	10	0.276220
(5,29)(13923,27612)(10000,60000)	NODE_1096_length_28028_cov_3.960650	35000	26	0.062180
(4,35)(13007,25020)(10000,60000)	NODE_1097_length_28026_cov_3.729581	35000	33	0.165970
(10,13)(21697,23739)(10000,60000)	NODE_1098_length_28020_cov_3.371727	35000	5	0.132610
(22,153)(11345,22147)(10000,60000)	NODE_1099_length_28010_cov_3.835083	35000	133	0.065798
(7,32)(13850,42289)(10000,60000)	NODE_109_length_46315_cov_3.793621	35000	27	0.173939
(3,92)(10819,59521)(10000,60000)	NODE_10_length_70150_cov_3.661732	35000	91	0.256864
(5,9)(10817,21053)(10000,60000)	NODE_1100_length_28008_cov_3.942098	35000	6	0.095792
(10,13)(26752,26853)(10000,60000)	NODE_1101_length_27975_cov_3.378605	35000	5	0.267360
(33,38)(14106,24883)(10000,60000)	NODE_1102_length_27970_cov_3.517994	35000	7	0.036594
(7,7)(10874,10874)(10000,60000)	NODE_1103_length_27962_cov_3.749453	35000	2	0.008951
(7,25)(11349,18513)(10000,60000)	NODE_1104_length_27957_cov_3.296109	35000	20	0.131223
(2,6)(20591,25972)(10000,60000)	NODE_1105_length_27936_cov_3.775766	35000	6	0.108616
(11,40)(14242,22105)(10000,60000)	NODE_1106_length_27929_cov_3.366116	35000	31	0.208475
(518,545)(12638,16736)(10000,60000)	NODE_1107_length_27901_cov_6.316092	35000	29	0.119332
(15,24)(26205,26393)(10000,60000)	NODE_1108_length_27899_cov_3.569856	35000	11	0.156244
(6,60)(13156,27779)(10000,60000)	NODE_1109_length_27878_cov_3.688830	35000	56	0.129816
(2,9)(16866,23022)(10000,60000)	NODE_110_length_46186_cov_3.757567	35000	9	0.123725
(15,98)(23962,25493)(10000,60000)	NODE_1110_length_27875_cov_3.295111	35000	85	0.068121
(20,31)(10940,18750)(10000,60000)	NODE_1111_length_27872_cov_3.492277	35000	13	0.133401
(37,44)(19421,22117)(10000,60000)	NODE_1112_length_27847_cov_3.203654	35000	9	0.301538
(10,50)(13355,26402)(10000,60000)	NODE_1113_length_27843_cov_3.584991	35000	42	0.240023
(7,18)(17080,23443)(10000,60000)	NODE_1114_length_27839_cov_3.775054	35000	13	0.162397
(8,18)(18387,25751)(10000,60000)	NODE_1116_length_27831_cov_3.355726	35000	12	0.073567
(12,37)(16215,25384)(10000,60000)	NODE_1117_length_27829_cov_3.514858	35000	27	0.287479
(6,167)(11330,26462)(10000,60000)	NODE_1118_length_27806_cov_3.433067	35000	163	0.042587
(57,100)(11031,25185)(10000,60000)	NODE_1119_length_27804_cov_3.265512	35000	45	0.063979
(35,150)(11346,39012)(10000,60000)	NODE_111_length_46104_cov_3.581915	35000	117	0.060604
(2,38)(13546,24538)(10000,60000)	NODE_1120_length_27804_cov_3.045660	35000	38	0.209434
(15,32)(10379,26096)(10000,60000)	NODE_1121_length_27798_cov_3.404022	35000	19	0.257533
(6,108)(11337,26139)(10000,60000)	NODE_1122_length_27796_cov_3.669495	35000	104	0.061527
(20,176)(12812,26192)(10000,60000)	NODE_1123_length_27794_cov_3.478534	35000	158	0.053203
(29,67)(11580,25218)(10000,60000)	NODE_1124_length_27782_cov_3.709966	35000	40	0.159562
(3,5)(14503,16676)(10000,60000)	NODE_1125_length_27781_cov_3.615021	35000	4	0.073529
(2,17)(14517,23527)(10000,60000)	NODE_1126_length_27779_cov_3.176481	35000	17	0.389755
(200,215)(11518,18707)(10000,60000)	NODE_1127_length_27776_cov_3.779420	35000	17	0.106131
(25,38)(17483,26180)(10000,60000)	NODE_1128_length_27760_cov_3.651567	35000	15	0.093166
(5,5)(21390,21390)(10000,60000)	NODE_1129_length_27751_cov_3.889556	35000	2	0.154876
(57,85)(11597,44486)(10000,60000)	NODE_112_length_46055_cov_3.964510	35000	30	0.138172
(2,27)(12876,26198)(10000,60000)	NODE_1130_length_27750_cov_3.924704	35000	27	0.130712
(4,5)(22061,22351)(10000,60000)	NODE_1131_length_27747_cov_3.611183	35000	3	0.009108
(3,24)(16220,20629)(10000,60000)	NODE_1132_length_27744_cov_3.724507	35000	23	0.242637
(1,102)(16075,27614)(10000,60000)	NODE_1133_length_27739_cov_4.007272	35000	103	0.034437
(14,38)(20142,27243)(20000,70000)	NODE_1135_length_27727_cov_3.478283	45000	26	0.143240
(9,63)(15915,26690)(10000,60000)	NODE_1137_length_27708_cov_3.999638	35000	56	0.093445
(6,29)(12851,26219)(10000,60000)	NODE_1138_length_27705_cov_3.294863	35000	25	0.176917
(3,32)(11021,27402)(10000,60000)	NODE_1139_length_27697_cov_3.811653	35000	31	0.087003
(7,16)(13574,35119)(10000,60000)	NODE_113_length_45986_cov_3.459455	35000	11	0.112377
(1,9)(13318,23076)(10000,60000)	NODE_1140_length_27681_cov_3.550721	35000	10	0.159573
(137,138)(25784,26596)(20000,70000)	NODE_1141_length_27677_cov_3.392994	45000	3	0.148900
(6,56)(16976,26168)(10000,60000)	NODE_1142_length_27673_cov_3.257344	35000	52	0.218547
(3,34)(16561,26636)(10000,60000)	NODE_1143_length_27667_cov_3.487631	35000	33	0.137436
(7,19)(18049,18340)(10000,60000)	NODE_1145_length_27664_cov_3.491819	35000	14	0.159248
(16,16)(16788,16788)(10000,60000)	NODE_1146_length_27660_cov_3.597983	35000	2	0.046502
(27,30)(22509,23506)(10000,60000)	NODE_1147_length_27654_cov_3.620214	35000	5	0.083899
(8,25)(15072,26808)(10000,60000)	NODE_1148_length_27652_cov_3.417486	35000	19	0.287944
(215,358)(12494,27111)(10000,60000)	NODE_1149_length_27651_cov_3.445630	35000	145	0.054919
(66,109)(21169,45055)(20000,70000)	NODE_114_length_45855_cov_3.896691	45000	45	0.117967
(24,30)(11307,27148)(10000,60000)	NODE_1150_length_27649_cov_4.857822	35000	8	0.110535
(9,21)(10185,21099)(10000,60000)	NODE_1151_length_27648_cov_3.518567	35000	14	0.225782
(9,118)(10969,27548)(10000,60000)	NODE_1152_length_27646_cov_3.747559	35000	111	0.062402
(42,178)(23685,26812)(10000,60000)	NODE_1153_length_27641_cov_3.124828	35000	138	0.046530
(6,30)(22424,25970)(10000,60000)	NODE_1154_length_27640_cov_3.119386	35000	26	0.129393
(7,10)(18126,25725)(10000,60000)	NODE_1155_length_27637_cov_3.601496	35000	5	0.190346
(1,2)(21641,21643)(10000,60000)	NODE_1156_length_27631_cov_3.838697	35000	3	0.109515
(11,11)(25602,25602)(10000,60000)	NODE_1157_length_27630_cov_3.433148	35000	2	0.166047
(3,10)(20462,25043)(20000,70000)	NODE_1158_length_27621_cov_3.746821	45000	9	0.340992
(5,18)(10610,16991)(10000,60000)	NODE_1159_length_27617_cov_3.857366	35000	15	0.116138
(3,38)(10533,32391)(10000,60000)	NODE_115_length_45814_cov_3.603106	35000	37	0.173021
(1,1)(22939,22939)(10000,60000)	NODE_1160_length_27612_cov_3.361429	35000	2	0.074940
(19,33)(12399,23103)(10000,60000)	NODE_1161_length_27611_cov_3.431666	35000	16	0.096906
(1050,1247)(10079,25527)(10000,60000)	NODE_1162_length_27605_cov_4.986621	35000	199	0.062657
(42,51)(25222,26701)(20000,70000)	NODE_1163_length_27603_cov_3.382090	45000	11	0.042693
(8,63)(10180,26213)(10000,60000)	NODE_1164_length_27579_cov_3.689265	35000	57	0.127971
(2,3)(25227,25232)(10000,60000)	NODE_1165_length_27571_cov_3.548267	35000	3	0.095246
(38,79)(10120,27170)(10000,60000)	NODE_1166_length_27567_cov_3.729940	35000	43	0.275715
(1,10)(11105,21220)(10000,60000)	NODE_1167_length_27563_cov_3.766203	35000	11	0.169684
(5,25)(16286,22091)(10000,60000)	NODE_1168_length_27558_cov_3.399942	35000	22	0.089666
(140,157)(12846,26308)(10000,60000)	NODE_116_length_45728_cov_3.788797	35000	19	0.148785
(5,9)(15078,20807)(10000,60000)	NODE_1170_length_27547_cov_3.450379	35000	6	0.079390
(59,59)(15876,15876)(10000,60000)	NODE_1171_length_27544_cov_3.228493	35000	2	0.013424
(1,29)(10242,22615)(10000,60000)	NODE_1172_length_27538_cov_3.953096	35000	30	0.334746
(3,18)(18138,26813)(10000,60000)	NODE_1173_length_27537_cov_3.381041	35000	17	0.106914
(3,11)(12216,21356)(10000,60000)	NODE_1174_length_27515_cov_3.768165	35000	10	0.500426
(14,19)(11204,18536)(10000,60000)	NODE_1175_length_27515_cov_3.703458	35000	7	0.133916
(2,88)(10638,25559)(10000,60000)	NODE_1176_length_27508_cov_3.209019	35000	88	0.069712
(23,23)(26491,26491)(10000,60000)	NODE_1177_length_27492_cov_3.760523	35000	2	0.050820
(11,99)(10948,25925)(10000,60000)	NODE_1178_length_27483_cov_3.257084	35000	90	0.056657
(36,38)(17299,24356)(10000,60000)	NODE_1179_length_27479_cov_3.615814	35000	4	0.113091
(1,4)(16536,39365)(10000,60000)	NODE_117_length_45685_cov_3.779340	35000	5	0.031454
(10,29)(11821,25570)(10000,60000)	NODE_1180_length_27473_cov_3.373676	35000	21	0.237299
(8,11)(11948,18894)(10000,60000)	NODE_1181_length_27462_cov_3.794723	35000	5	0.128802
(4,42)(12083,27381)(10000,60000)	NODE_1182_length_27450_cov_3.211766	35000	40	0.243400
(33,42)(13766,21651)(10000,60000)	NODE_1183_length_27449_cov_3.639013	35000	11	0.191874
(137,154)(10766,27359)(10000,60000)	NODE_1184_length_27441_cov_3.633823	35000	19	0.146044
(9,176)(13197,27406)(10000,60000)	NODE_1185_length_27436_cov_3.501591	35000	169	0.065625
(45,66)(16361,24164)(10000,60000)	NODE_1186_length_27432_cov_3.175539	35000	23	0.202714
(4,8)(13783,26889)(10000,60000)	NODE_1187_length_27425_cov_3.169655	35000	6	0.050492
(4,8)(11895,20201)(10000,60000)	NODE_1188_length_27423_cov_3.655248	35000	6	0.313353
(10,75)(10585,25937)(10000,60000)	NODE_1189_length_27409_cov_3.692237	35000	67	0.041622
(4,31)(10703,40329)(10000,60000)	NODE_118_length_45643_cov_3.668957	35000	29	0.078213
(170,305)(12966,26957)(10000,60000)	NODE_1190_length_27409_cov_3.594691	35000	137	0.099385
(5,51)(11849,24281)(10000,60000)	NODE_1192_length_27407_cov_3.223414	35000	48	0.112613
(17,24)(11133,22314)(10000,60000)	NODE_1193_length_27404_cov_3.487127	35000	9	0.187014
(7,23)(12133,25296)(10000,60000)	NODE_1194_length_27392_cov_3.518118	35000	18	0.194615
(15,58)(10592,25874)(10000,60000)	NODE_1196_length_27364_cov_3.469686	35000	45	0.052312
(1,12)(10536,21735)(10000,60000)	NODE_1197_length_27353_cov_3.708410	35000	13	0.179372
(5,18)(13394,21052)(10000,60000)	NODE_1199_length_27348_cov_3.406731	35000	15	0.284310
(16,88)(11749,45471)(10000,60000)	NODE_119_length_45487_cov_3.639861	35000	74	0.105274
(4,112)(22042,67627)(20000,70000)	NODE_11_length_69074_cov_3.575571	45000	110	0.193348
(4,125)(12555,26307)(10000,60000)	NODE_1200_length_27344_cov_3.341714	35000	123	0.081932
(660,665)(14495,23897)(10000,60000)	NODE_1201_length_27343_cov_6.441822	35000	7	0.352213
(2,36)(10466,24947)(10000,60000)	NODE_1202_length_27333_cov_3.550084	35000	36	0.186655
(146,168)(13908,17941)(10000,60000)	NODE_1203_length_27324_cov_3.147107	35000	24	0.132945
(8,25)(11280,24719)(10000,60000)	NODE_1204_length_27314_cov_3.533382	35000	19	0.135003
(1,5)(15056,27296)(10000,60000)	NODE_1205_length_27298_cov_3.876356	35000	6	0.405024
(9,9)(20586,20586)(10000,60000)	NODE_1206_length_27294_cov_3.469829	35000	2	0.010132
(14,16)(24778,26225)(10000,60000)	NODE_1207_length_27288_cov_3.534885	35000	4	0.433249
(5,62)(15010,27235)(10000,60000)	NODE_1208_length_27278_cov_3.410758	35000	59	0.198740
(80,84)(21153,24919)(20000,70000)	NODE_1209_length_27273_cov_3.050857	45000	6	0.062863
(36,57)(10380,44628)(10000,60000)	NODE_120_length_45471_cov_5.232500	35000	23	0.242769
(9,28)(15650,25911)(10000,60000)	NODE_1210_length_27265_cov_3.613782	35000	21	0.431924
(43,63)(15575,19142)(10000,60000)	NODE_1211_length_27263_cov_3.613128	35000	22	0.102524
(4,16)(17334,26893)(10000,60000)	NODE_1212_length_27255_cov_3.565768	35000	14	0.292580
(1,35)(17282,23191)(10000,60000)	NODE_1213_length_27242_cov_3.425524	35000	36	0.180376
(98,123)(11270,22116)(10000,60000)	NODE_1214_length_27237_cov_3.511939	35000	27	0.230264
(17,46)(10902,18324)(10000,60000)	NODE_1216_length_27228_cov_3.355302	35000	31	0.177017
(7,18)(10990,21926)(10000,60000)	NODE_1217_length_27227_cov_3.825826	35000	13	0.429552
(10,24)(10549,23981)(10000,60000)	NODE_1218_length_27227_cov_3.263381	35000	16	0.301829
(2,21)(11174,26427)(10000,60000)	NODE_1219_length_27224_cov_3.944590	35000	21	0.174149
(6,77)(29503,42702)(10000,60000)	NODE_121_length_45403_cov_3.419764	35000	73	0.164529
(4,23)(13628,20874)(10000,60000)	NODE_1220_length_27222_cov_3.688383	35000	21	0.282606
(3,67)(14040,21777)(10000,60000)	NODE_1221_length_27222_cov_3.610699	35000	66	0.120631
(24,148)(14287,27149)(10000,60000)	NODE_1222_length_27220_cov_3.260794	35000	126	0.080681
(57,84)(10886,19738)(10000,60000)	NODE_1223_length_27218_cov_3.051477	35000	29	0.093800
(24,25)(16571,16588)(10000,60000)	NODE_1224_length_27217_cov_3.030386	35000	3	0.047924
(4,36)(20567,26010)(20000,70000)	NODE_1225_length_27214_cov_3.479071	45000	34	0.071275
(2,4)(10229,13968)(10000,60000)	NODE_1226_length_27209_cov_3.427554	35000	4	0.063555
(2,6)(15714,17996)(10000,60000)	NODE_1227_length_27201_cov_3.868017	35000	6	0.401579
(98,111)(12818,21224)(10000,60000)	NODE_1228_length_27197_cov_3.409514	35000	15	0.292349
(70,207)(24729,27189)(20000,70000)	NODE_1229_length_27194_cov_3.471563	45000	139	0.070807
(16,39)(18539,43494)(10000,60000)	NODE_122_length_45330_cov_3.460260	35000	25	0.202986
(4,212)(14077,24509)(10000,60000)	NODE_1230_length_27182_cov_3.131595	35000	210	0.067616
(10,12)(20918,23248)(20000,70000)	NODE_1231_length_27179_cov_3.707238	45000	4	0.221940
(9,17)(11968,25332)(10000,60000)	NODE_1232_length_27177_cov_3.902172	35000	10	0.187019
(5,11)(26645,26919)(20000,70000)	NODE_1233_length_27162_cov_3.314932	45000	8	0.369950
(72,141)(14329,27137)(10000,60000)	NODE_1234_length_27157_cov_3.276517	35000	71	0.033360
(1,20)(12633,15735)(10000,60000)	NODE_1235_length_27145_cov_2.960401	35000	21	0.030619
(39,76)(14874,23760)(10000,60000)	NODE_1236_length_27134_cov_3.268911	35000	39	0.063085
(12,14)(21440,23006)(20000,70000)	NODE_1238_length_27119_cov_3.093523	45000	4	0.157761
(1,4)(13749,21730)(10000,60000)	NODE_1239_length_27112_cov_3.596824	35000	5	0.078369
(7,25)(14566,39056)(10000,60000)	NODE_123_length_45325_cov_3.673064	35000	20	0.100731
(12,15)(24087,24148)(10000,60000)	NODE_1240_length_27081_cov_3.657253	35000	5	0.058927
(61,70)(13268,17412)(10000,60000)	NODE_1242_length_27058_cov_3.832709	35000	11	0.240598
(15,65)(21246,24484)(20000,70000)	NODE_1243_length_27058_cov_3.508661	45000	52	0.153703
(8,17)(10360,25636)(10000,60000)	NODE_1244_length_27051_cov_3.855076	35000	11	0.487670
(7,14)(12014,25046)(10000,60000)	NODE_1245_length_27050_cov_3.836555	35000	9	0.352611
(17,30)(12283,26379)(10000,60000)	NODE_1246_length_27049_cov_3.483377	35000	15	0.167613
(2,7)(12419,18133)(10000,60000)	NODE_1247_length_27040_cov_3.472328	35000	7	0.440095
(10,27)(11254,20852)(10000,60000)	NODE_1248_length_27039_cov_3.815999	35000	19	0.148233
(7,87)(21958,24634)(10000,60000)	NODE_1249_length_27034_cov_3.479413	35000	82	0.088078
(122,136)(19290,39015)(10000,60000)	NODE_124_length_45263_cov_3.763462	35000	16	0.137563
(9,27)(20176,26280)(20000,70000)	NODE_1250_length_27027_cov_3.379085	45000	20	0.156812
(5,34)(12594,23567)(10000,60000)	NODE_1251_length_27016_cov_3.474087	35000	31	0.165568
(29,146)(10601,26891)(10000,60000)	NODE_1252_length_27007_cov_3.269883	35000	119	0.050832
(19,36)(14087,22841)(10000,60000)	NODE_1253_length_27006_cov_3.558962	35000	19	0.161968
(13,23)(11697,23981)(10000,60000)	NODE_1254_length_26997_cov_3.671574	35000	12	0.410708
(4,60)(14135,24557)(10000,60000)	NODE_1255_length_26997_cov_3.373708	35000	58	0.080816
(5,28)(10175,24469)(10000,60000)	NODE_1256_length_26980_cov_3.927607	35000	25	0.292936
(9,14)(16328,25066)(10000,60000)	NODE_1257_length_26975_cov_3.702039	35000	7	0.171042
(14,52)(11258,24539)(10000,60000)	NODE_1258_length_26965_cov_3.886771	35000	40	0.269359
(10,137)(12544,24919)(10000,60000)	NODE_1259_length_26961_cov_3.629886	35000	129	0.064410
(23,29)(30313,38787)(20000,70000)	NODE_125_length_45261_cov_5.989814	45000	8	0.055955
(2,15)(14737,26020)(10000,60000)	NODE_1260_length_26961_cov_3.525985	35000	15	0.344113
(7,36)(12094,18806)(10000,60000)	NODE_1261_length_26959_cov_3.858302	35000	31	0.330500
(6,6)(16803,16803)(10000,60000)	NODE_1262_length_26959_cov_3.495011	35000	2	0.010959
(6,9)(16626,19402)(10000,60000)	NODE_1263_length_26955_cov_3.612452	35000	5	0.186924
(2,10)(23009,25589)(10000,60000)	NODE_1264_length_26954_cov_3.306349	35000	10	0.374692
(7,36)(15846,23285)(10000,60000)	NODE_1265_length_26941_cov_3.165859	35000	31	0.077556
